datum,varunummer,namn,typ,fran,till
2026-08-22,7874701,Saint-Chamant Millésime Extra Brut,ny,,Ordervaror
2026-08-22,7898206,Conti Ducco Franciacorta Blanc de Blancs DOCG,ny,,Ordervaror
2026-08-22,7911201,Mumm Cordon Rouge,ny,,Ordervaror
2026-08-22,7736101,Pere Ventura Brut Reserva,ny,,Ordervaror
2026-08-22,7736201,Pere Ventura Tresor,ny,,Ordervaror
2026-08-22,7739001,Vve Fourny & Fils Monts de Vertus Premier Cru,ny,,Ordervaror
2026-08-22,7739701,Cattier Brut Premier Cru,ny,,Ordervaror
2026-08-22,7739901,Clos du Moulin Brut Premier Cru,ny,,Ordervaror
2026-08-22,7765201,Bertrand-Delespierre Autour de la Creusette,ny,,Ordervaror
2026-08-22,7868801,Bertrand-Delespierre Chardonnay des Terres Amoureuses,ny,,Ordervaror
2026-08-22,7916901,Vouvray Méthode Tradiotionnelle Extra Brut Domaine Vigneau-Chevreau,ny,,Ordervaror
2026-08-22,7688401,Pierre Mignon Année de Madame Brut,ny,,Ordervaror
2026-08-22,7914701,Jamek Sekt Grüner Veltliner Brut,ny,,Ordervaror
2026-08-22,7121701,Gosset Cuvée Suzanne,ny,,Ordervaror
2026-08-22,796901,Freixenet Cordon Negro Brut,ny,,Ordervaror
2026-08-22,7848501,Baron Dauvergne Ratafia Champenois Meunier,ny,,Ordervaror
2026-08-22,7395801,Champagne Deutz Hommage à William Deutz La Meurtet,ny,,Ordervaror
2026-08-22,7407601,Champagne Deutz Hommage à William Deutz La Cote Glaciere,ny,,Ordervaror
2026-08-22,7124601,Benoit Munier Avize Blanc de Blancs Grand Cru Extr Brut,ny,,Ordervaror
2026-08-22,7036901,Benoit Munier Cramant Blanc de Blancs Grand Cru Brut Nature,ny,,Ordervaror
2026-08-22,7188101,Régis Fliniaux Blanc de Blancs Grand Cru Brut,ny,,Ordervaror
2026-08-22,9589801,Ca' del Bosco Vintage Collection Brut Satèn,ny,,Ordervaror
2026-08-22,9590101,Ca' del Bosco Vintage Collection Extra Brut,ny,,Ordervaror
2026-08-22,9590201,Ca' del Bosco Anna Maria Clementi Riserva,ny,,Ordervaror
2026-08-22,7387201,Franciacorta Vintage Collection Dosage Zero Ca' del Bosco,ny,,Ordervaror
2026-08-22,7822701,Crémant de Bourgogne Pinot Noir Brut,ny,,Ordervaror
2026-08-22,7951801,Régis Fliniaux Brut Rosé,ny,,Ordervaror
2026-08-22,7779401,Borgo Dei Ciliegi Prosecco,ny,,Ordervaror
2026-08-22,5152801,Domaine La Borderie Val Moré Blancs de Noir Extra Brut,ny,,Ordervaror
2026-08-22,7762101,Jean-Noël Haton Rosé,ny,,Ordervaror
2026-08-22,7776201,Miquel Pons Brut Nature Reserva,ny,,Ordervaror
2026-08-22,7829409,Amour de Deutz Brut Millesimé,ny,,Ordervaror
2026-08-22,7788601,Le Propriétaire Doux,ny,,Ordervaror
2026-08-22,8751108,Louis Roederer Collection 246,ny,,Ordervaror
2026-08-22,7703301,Guy de Chassey Blanc de Noirs Extra Brut Grand Cru,ny,,Ordervaror
2026-08-22,7682001,Mas Pere Selecció Brut,ny,,Ordervaror
2026-08-22,7827701,Bottega Gold Prosecco,ny,,Ordervaror
2026-08-22,7862401,Bottega Bottega Rose Gold,ny,,Ordervaror
2026-08-22,7570401,Pere Olivella Galimany Cava Brut Nature,ny,,Ordervaror
2026-08-22,7120701,Pierre Moncuit Delos Grand Cru Blanc de Blancs Brut,ny,,Ordervaror
2026-08-22,7879201,Cazals Claude Cuvée Vive Extra Brut,ny,,Ordervaror
2026-08-22,5238901,Piot Sevillano Demi-Sec,ny,,Ordervaror
2026-08-22,5242601,Crémant de Bourgogne Örebro Brut Nature,ny,,Ordervaror
2026-08-22,5255101,Jean-Francois Launay Cuvée de Réserve Brut,ny,,Ordervaror
2026-08-22,5256201,Jean-Francois Launay Grain de Folie Brut,ny,,Ordervaror
2026-08-22,9047401,Raza Pet Nat,ny,,Ordervaror
2026-08-22,9413201,Pertois-Moriset Les Quatre Terroirs Grand Cru,ny,,Ordervaror
2026-08-22,5269001,Nyköping Mathelin Extra Brut,ny,,Ordervaror
2026-08-22,5269101,Ulricehamn Mathelin Extra Brut,ny,,Ordervaror
2026-08-22,5284701,Louis de Chatet Harmonie Brut,ny,,Ordervaror
2026-08-22,5284501,Louis de Chatet Privilège Brut,ny,,Ordervaror
2026-08-22,5287101,Francois Secondé La Loge Blanc de Noirs Grand Cru Brut,ny,,Ordervaror
2026-08-22,5293001,Batard Langelier Pensées Nocturne,ny,,Ordervaror
2026-08-22,5293202,Perlino Prosecco,ny,,Ordervaror
2026-08-22,5295901,Le Gallais Cuvée du Manoir,ny,,Ordervaror
2026-08-22,5299706,Marteaux Brut Réserve Magnum Vendange,ny,,Ordervaror
2026-08-22,5305801,Pascal Redon Premier Cru Brut Tradition,ny,,Ordervaror
2026-08-22,5306201,Pascal Redon Millésime Brut,ny,,Ordervaror
2026-08-22,5313601,Serge Pierlot Brut Prestige,ny,,Ordervaror
2026-08-22,5324806,Freixenet Cordon Negro Brut,ny,,Ordervaror
2026-08-22,5325008,Freixenet Cordon Negro Brut,ny,,Ordervaror
2026-08-22,5330901,Orchestrale Extra Brut,ny,,Ordervaror
2026-08-22,5332801,Demoiselle Champagne La Parisienne,ny,,Ordervaror
2026-08-22,5332006,Demoiselle Vranken Brut,ny,,Ordervaror
2026-08-22,5332101,Demoiselle Rosé Brut,ny,,Ordervaror
2026-08-22,7606301,Langlois Crémant de Loire Brut Rosé,ny,,Ordervaror
2026-08-22,5543501,Clementina Frizzante,ny,,Ordervaror
2026-08-22,5075801,Clems Pinot Brut Spumante,ny,,Ordervaror
2026-08-22,5225001,A.D Coutelas Louis Victor Solera Extra Brut,ny,,Ordervaror
2026-08-22,5309101,A.D Coutelas Elogé Blanc de Blancs 1er Cru,ny,,Ordervaror
2026-08-22,5063801,Les Meuniers de Chamery La Maison Guerlet-Deguerne,ny,,Ordervaror
2026-08-22,5107001,Positivo Frizante,ny,,Ordervaror
2026-08-22,5156501,Alta Langa,ny,,Ordervaror
2026-08-22,5162701,Liberty Grand Cru Extra Brut,ny,,Ordervaror
2026-08-22,5316901,Jean Claude Vallois Millésime Extra brut,ny,,Ordervaror
2026-08-22,5290901,Chapuy Grand Cru Bland de blancs Brut,ny,,Ordervaror
2026-08-22,7499606,Veuve Clicquot Brut,ny,,Ordervaror
2026-08-22,7204301,Masia Segle XV Brut Nature Cava Gran Reserva,ny,,Ordervaror
2026-08-22,7868401,Benoit Beaufort Blanc de Blancs Grand Cru Brut,ny,,Ordervaror
2026-08-22,7081101,Celler Casajou,ny,,Ordervaror
2026-08-22,7730401,Sällskapets Champagne Premier Cru Brut Reserve,ny,,Ordervaror
2026-08-22,7912601,Mandois Victor Blanc de Blancs Vieilles Vignes,ny,,Ordervaror
2026-08-22,7312501,Bruno Roulot Cuvée Zéro Dosage,ny,,Ordervaror
2026-08-22,5241701,Piot Sévillano Provocante Blanc de Noir,ny,,Ordervaror
2026-08-22,5241301,Piot Sévillano Rebelle Blanc de Blanc,ny,,Ordervaror
2026-08-22,8123201,Taittinger Folies de la Marquetterie,ny,,Ordervaror
2026-08-22,7768001,Brimoncourt Extra Brut,ny,,Ordervaror
2026-08-22,7724401,Frassinelli Conegliano Valdobbiadene Prosecco Superiore Extra Dry,ny,,Ordervaror
2026-08-22,7758601,Francois Montand Blanc de blancs,ny,,Ordervaror
2026-08-22,7579901,Palmer & Co Blanc de Noirs,ny,,Ordervaror
2026-08-22,7756501,Egly-Ouriet Grand Cru,ny,,Ordervaror
2026-08-22,7710601,Vespaiolo Spumante Extra Dry,ny,,Ordervaror
2026-08-22,8135201,Casa Canevel Prosecco Brut,ny,,Ordervaror
2026-08-22,5735601,Jean-François Launay Millésime,ny,,Ordervaror
2026-08-22,7721701,Di Ruscio Audace Passerina Brut,ny,,Ordervaror
2026-08-22,9309601,Thiénot Cuvée Stanislas Blanc de Blancs,ny,,Ordervaror
2026-08-22,7276801,Federico Paternina Cava Brut Rosé,ny,,Ordervaror
2026-08-22,7732301,A. Margaine Le Brut,ny,,Ordervaror
2026-08-22,8703706,Taittinger Brut Millésimé,ny,,Ordervaror
2026-08-22,7761801,Cherium Brut,ny,,Ordervaror
2026-08-22,7706001,Fine Fleur,ny,,Ordervaror
2026-08-22,7791201,Oeil de Perdrix,ny,,Ordervaror
2026-08-22,7290801,Morfeo Sangiovese Rosé,ny,,Ordervaror
2026-08-22,7732601,Viken Bryggeri Prosecco Superiore Valdobbiadene Extra Dry,ny,,Ordervaror
2026-08-22,7095001,Prosecco Superiore Valdobbiadene Brut Viken Bryggeri,ny,,Ordervaror
2026-08-22,7765001,Tribaut Blanc de Chardonnay Brut,ny,,Ordervaror
2026-08-22,7461401,Oakvale Estate MCC Brut,ny,,Ordervaror
2026-08-22,7766901,Cavicchioli Tre Medaglie Sobara Secco Lambrusco Umberto Cavicchioli & Figli,ny,,Ordervaror
2026-08-22,7617601,Cavicchioli Vigna del Cristo Lambrusco di Sorba Umberto Cavicchioli & Figli,ny,,Ordervaror
2026-08-22,7437906,Marc Hebrart Special Club Magnum,ny,,Ordervaror
2026-08-22,7333401,Champagne Jeeper Brut Grand Assemblage Premier Cru,ny,,Ordervaror
2026-08-22,7392801,Champagne Jeeper Brut Blanc de Blancs,ny,,Ordervaror
2026-08-22,7467406,Philippe Fourrier Rosé de Saignée,ny,,Ordervaror
2026-08-22,5883501,Baron Dauvergne Or Caché de Bouzy,ny,,Ordervaror
2026-08-22,5883406,Baron Dauvergne Fine Fleur Magnum,ny,,Ordervaror
2026-08-22,5886801,Dourakis Cassiopeia Romeiko Brut Dourakis Winery,ny,,Ordervaror
2026-08-22,5888701,19 Crimes Sparkling White,ny,,Ordervaror
2026-08-22,5891801,Mandois Brut Origine,ny,,Ordervaror
2026-08-22,5892101,Pregadeu Els Vinyerons Brut,ny,,Ordervaror
2026-08-22,5893901,Marie Copinet La Craie,ny,,Ordervaror
2026-08-22,5894101,Marie Copinet Nos pas dans L’ Argile Brut Nature,ny,,Ordervaror
2026-08-22,5899601,Marie Copinet Nos pas dans La Terre Complanté Brut Nature,ny,,Ordervaror
2026-08-22,5905601,Roger Goulart Rotary Brut Nature,ny,,Ordervaror
2026-08-22,8429901,Crémant de Bourgogne Chardonnay,ny,,Ordervaror
2026-08-22,5914101,J Pérard Extra Brut Millésime,ny,,Ordervaror
2026-08-22,5916401,Leksand Champagne Brut Nature,ny,,Ordervaror
2026-08-22,5918701,Conti Ducco De Duchis Metodo Classico,ny,,Ordervaror
2026-08-22,7415501,Lanson Le Vintage Brut,ny,,Ordervaror
2026-08-22,7736301,Philipponnat Réserve Perpetuelle Brut,ny,,Ordervaror
2026-08-22,5924601,Baron-Fuenté Brut Tradition,ny,,Ordervaror
2026-08-22,5937901,Ortrugo dei Colli Piacentini,ny,,Ordervaror
2026-08-22,5946201,Calles Sekt Riesling Brut,ny,,Ordervaror
2026-08-22,5955601,Vincent D’Astrée Premier Cru Extra Brut,ny,,Ordervaror
2026-08-22,5959102,Tribaut Schloesser Brut Origine,ny,,Ordervaror
2026-08-22,5960101,Brigandat Dentelles & Crinolines Extra Brut,ny,,Ordervaror
2026-08-22,5975401,Michel Rocourt Grand Cru Brut,ny,,Ordervaror
2026-08-22,5975301,Michel Rocourt 18 moins Premier Cru,ny,,Ordervaror
2026-08-22,7045106,François Martenot Crémant de Bourgogne Magnum Brut,ny,,Ordervaror
2026-08-22,7441601,JM Gobillard & Fils Blanc de Blancs Brut,ny,,Ordervaror
2026-08-22,5985901,Ferghettina Franciacorta Brut,ny,,Ordervaror
2026-08-22,7111401,Cattier Blanc de Blancs Premier Cru Brut,ny,,Ordervaror
2026-08-22,5989601,Le Mesnil Grand Cru Prestige Brut,ny,,Ordervaror
2026-08-22,5991901,G.H. Martel Prestige Brut,ny,,Ordervaror
2026-08-22,7681601,Blanc de Blancs Brut Champagne EPC,ny,,Ordervaror
2026-08-22,7696101,Blanc de Blancs Brut Nature Champagne EPC,ny,,Ordervaror
2026-08-22,7681301,Wildman Wine Piggy Pop Pét-Nat,ny,,Ordervaror
2026-08-22,7675901,Chispas Brut Sparkling,ny,,Ordervaror
2026-08-22,7510401,La Escapada Barcelona Cava Brut,ny,,Ordervaror
2026-08-22,7920001,Jean-Francois Launay 331,ny,,Ordervaror
2026-08-22,7003201,Jean-Phillipe Trousset Terre d'Histoire Extra Brut,ny,,Ordervaror
2026-08-22,7338001,Petit Clergeot Blanc De Noir Les Commes,ny,,Ordervaror
2026-08-22,8808201,Taittinger Prélude Grands Crus,ny,,Ordervaror
2026-08-22,7927501,Pierre Péters L'Esprit,ny,,Ordervaror
2026-08-22,7999801,Egly-Ouriet Grand Cru VP Extra Brut,ny,,Ordervaror
2026-08-22,7899801,Champagne Dumangin RP 62/20,ny,,Ordervaror
2026-08-22,7800801,Marc Hebrart Blanc de Blancs Extra Brut Premier Cru,ny,,Ordervaror
2026-08-22,7884809,ChampagneHuset Christmas Collection BdB,ny,,Ordervaror
2026-08-22,7112601,Thiénot Cuvée Immersion Grands Crus Blanc de Blancs,ny,,Ordervaror
2026-08-22,7398301,Weinschloss Koarl Thaller Muskateller Sprudl,ny,,Ordervaror
2026-08-22,7794501,Fernand Hutasse Millésime Grand Cru Brut,ny,,Ordervaror
2026-08-22,7128401,Taittinger Nocturne Norrsken,ny,,Ordervaror
2026-08-22,7579801,Bruno Paillard Blanc de Blancs Grand Cru,ny,,Ordervaror
2026-08-22,7317301,Rebel Pet Nat,ny,,Ordervaror
2026-08-22,7079001,Deutz Brut Vintage Rosé,ny,,Ordervaror
2026-08-22,7803301,Penfolds Cuvée Brut,ny,,Ordervaror
2026-08-22,7953401,Guldkula Rosé Grand Cru Pink,ny,,Ordervaror
2026-08-22,7794801,Desiderius Brut,ny,,Ordervaror
2026-08-22,7975001,Michel Turgy Vieilles Vignes Grand Cru Mesnil,ny,,Ordervaror
2026-08-22,7234901,Gérard Bertrand Villa Soleilla,ny,,Ordervaror
2026-08-22,7935801,Can Bas P3 D'Origin Xarel-lo,ny,,Ordervaror
2026-08-22,7320901,Dreiklang Trossen,ny,,Ordervaror
2026-08-22,7126501,La Ferme Amirault,ny,,Ordervaror
2026-08-22,7979301,Abbazia Santa Anastasia Sensoinverso Chardonnay Sicilia,ny,,Ordervaror
2026-08-22,7636801,Abbazia Santa Anastasia Grillo Sicilia,ny,,Ordervaror
2026-08-22,7128101,Eule Riesling Purus Trocken,ny,,Ordervaror
2026-08-22,7253001,Gérard Bertrand Cigalus Blanc,ny,,Ordervaror
2026-08-22,7037801,"Familienweingut Tement Weingut Tement, Ried Zieregg Kår Sauvignon Blanc",ny,,Ordervaror
2026-08-22,7348701,Gustavshof Riesling Kalkstein,ny,,Ordervaror
2026-08-22,7678301,Paul Blanck Pinot Blanc,ny,,Ordervaror
2026-08-22,7678601,Paul Blanck Riesling,ny,,Ordervaror
2026-08-22,7612001,Ametistas Fattoria Mani di Luna,ny,,Ordervaror
2026-08-22,7050101,Les Infusions de Villa Noria Domain Villa Noria,ny,,Ordervaror
2026-08-22,7693701,Tommolo Organic Chardonnay,ny,,Ordervaror
2026-08-22,7655501,Hipgnosis by Charles Perez,ny,,Ordervaror
2026-08-22,7054401,Les Tuffeaux François Chidaine,ny,,Ordervaror
2026-08-22,7325002,Château Tirecul la Gravière,ny,,Ordervaror
2026-08-22,5399001,Hajszan Neumann Natural Wiener Gemischter Satz,ny,,Ordervaror
2026-08-22,5837701,Vita Vivet Orange Wine,ny,,Ordervaror
2026-08-22,5399101,Theodora,ny,,Ordervaror
2026-08-22,5882401,Olindo,ny,,Ordervaror
2026-08-22,5146801,Fuchsmantel Riesling,ny,,Ordervaror
2026-08-22,5718201,Toreye Riesling Alte Reben,ny,,Ordervaror
2026-08-22,5406201,Gönnheimer Riesling trocken,ny,,Ordervaror
2026-08-22,1243801,Pasqua Mucchietto Chardonnay Grillo Organic,ny,,Ordervaror
2026-08-22,5722001,Grand Cru Schlossberg Binner Riesling,ny,,Ordervaror
2026-08-22,5072901,Battenfeld Spanier Riesling Trocken,ny,,Ordervaror
2026-08-22,5580501,Domaine Weinbach Riesling,ny,,Ordervaror
2026-08-22,5623601,Domaine Weinbach Riesling Grand Cru Schlossberg,ny,,Ordervaror
2026-08-22,5450901,Haut Bourg Sauvignon,ny,,Ordervaror
2026-08-22,5146701,Spalek Velky Sud,ny,,Ordervaror
2026-08-22,5531001,Spalek Edelspitz Pigèage,ny,,Ordervaror
2026-08-22,5020001,Spalek Leebern,ny,,Ordervaror
2026-08-22,5123201,Spalek Sur Lie,ny,,Ordervaror
2026-08-22,5390201,La Socarrada Descregut,ny,,Ordervaror
2026-08-22,5158401,Avinyó La Mirona,ny,,Ordervaror
2026-08-22,5278001,Moncaro Bianco Organic,ny,,Ordervaror
2026-08-22,5144702,Planeta Planeta Passito di Noto,ny,,Ordervaror
2026-08-22,5927701,Wittmann vom Kalkstein Trocken Riesling,ny,,Ordervaror
2026-08-22,7731402,Bioweingut Lorenz Beerenauslese Friesenheimer Bergpfad,ny,,Ordervaror
2026-08-22,7434001,Leonardo Bussoletti Mau Grechetto,ny,,Ordervaror
2026-08-22,7287001,Domaine Cristia Côtes du Rhône Blanc,ny,,Ordervaror
2026-08-22,7191001,Protocolo Blanco,ny,,Ordervaror
2026-08-22,7543601,Ijalba Tempranillo Blanco,ny,,Ordervaror
2026-08-22,7162301,Ijalba Maturana Blanco,ny,,Ordervaror
2026-08-22,7382701,Sancerre Domaine Du Nozay,ny,,Ordervaror
2026-08-22,7424001,Riesling vom Kalkstein Reibold,ny,,Ordervaror
2026-08-22,7035201,Domaine Jean-Noël Gagnard Chassagne-Montrachet Les Caillerets 1er Cru,ny,,Ordervaror
2026-08-22,7101301,Domaine Jean-Noël Gagnard Hautes-Côtes de Beaune Sous Eguisons,ny,,Ordervaror
2026-08-22,5575901,Stark-Condé Organic Field Blend,ny,,Ordervaror
2026-08-22,7006901,Artesis Côtes du Rhône Blanc,ny,,Ordervaror
2026-08-22,7039701,Michel Redde Petit F’ Pouilly-Fumé,ny,,Ordervaror
2026-08-22,7972301,Maison Carrée Savagnin Blanc,ny,,Ordervaror
2026-08-22,7411901,Maison Carrée Chardonnay,ny,,Ordervaror
2026-08-22,7224401,Orange la Collina,ny,,Ordervaror
2026-08-22,7231401,Maison Carrée Pinot Gris,ny,,Ordervaror
2026-08-22,7244601,Andres Haardter Chardonnay,ny,,Ordervaror
2026-08-22,7091501,Andres Riesling,ny,,Ordervaror
2026-08-22,7568301,Seckinger Maikammer Chardonnay,ny,,Ordervaror
2026-08-22,7363201,Seckinger Ruppertsberg Riesling,ny,,Ordervaror
2026-08-22,7317801,Seckinger Riesling Vom Löss,ny,,Ordervaror
2026-08-22,7487701,Ried Pfaffenberg Riesling,ny,,Ordervaror
2026-08-22,7964001,Zambartas Xinisteri,ny,,Ordervaror
2026-08-22,5051301,Bisci Verdicchio di Matelica,ny,,Ordervaror
2026-08-22,5075101,Fresco di Masi Bianco,ny,,Ordervaror
2026-08-22,5081301,Flora,ny,,Ordervaror
2026-08-22,5083501,Caruso & Minini Lillo Grillo,ny,,Ordervaror
2026-08-22,5172601,Mureda Chardonnay Organic,ny,,Ordervaror
2026-08-22,8654001,Vento Vermentino,ny,,Ordervaror
2026-08-22,8016701,Charisma Lunaria Trebbiano d`Abruzzo,ny,,Ordervaror
2026-08-22,5005501,Triennes Les Auréliens Blanc,ny,,Ordervaror
2026-08-22,5014501,Meinklang Graupert,ny,,Ordervaror
2026-08-22,5041901,Beblenheim Riesling Domaine Trapet,ny,,Ordervaror
2026-08-22,5178501,Domaine de la Bolliattaz Chasselas Grand Cru,ny,,Ordervaror
2026-08-22,5192301,Domaine Gassier Embruns de Viognier,ny,,Ordervaror
2026-08-22,9575601,Mai Sentito La Staffa,ny,,Ordervaror
2026-08-22,5204601,Soalheiro Terramatter,ny,,Ordervaror
2026-08-22,5207901,St. Antony Rotschiefer Riesling,ny,,Ordervaror
2026-08-22,5221001,Ein Kleines Fass Neuburger,ny,,Ordervaror
2026-08-22,5629401,Simonis Tangerine,ny,,Ordervaror
2026-08-22,5631101,Mas Janeil Sarrat del Mas Vin Orange,ny,,Ordervaror
2026-08-22,5643401,Cucu Verdejo,ny,,Ordervaror
2026-08-22,7282601,L'Ou com balla Malvasia,ny,,Ordervaror
2026-08-22,7611001,Vin de Thierry Blanc,ny,,Ordervaror
2026-08-22,7265201,Gustave Lorentz Pinot Gris Grand Cru Altenberg de Bergheim,ny,,Ordervaror
2026-08-22,7265801,Gunderloch Roter Schiefer Riesling Trocken,ny,,Ordervaror
2026-08-22,7253901,Bioweingut Lorenz,ny,,Ordervaror
2026-08-22,5676601,Ginesta Gewürztraminer,ny,,Ordervaror
2026-08-22,7206601,Domaine Colombo La Belle de Mai Saint Péray,ny,,Ordervaror
2026-08-22,5688001,Domaine Saint Préfert Châteauneuf-du-Pape,ny,,Ordervaror
2026-08-22,5683201,Bassermann-Jordan Langenmorgen Weisser Burgunder GG,ny,,Ordervaror
2026-08-22,5712901,Abbotts & Delaunay Métayage Chardonnay,ny,,Ordervaror
2026-08-22,7213501,Le Domaine d'Henri Chablis Saint Pierre,ny,,Ordervaror
2026-08-22,204901,Anima Chenin Blanc,ny,,Ordervaror
2026-08-22,671501,Domaine Fernand Engel Gewurztraminer Bergheim,ny,,Ordervaror
2026-08-22,7924402,Rebola Passito,ny,,Ordervaror
2026-08-22,210501,Jean Biecher Rosacker Grand Cru Riesling,ny,,Ordervaror
2026-08-22,7953001,Auzells,ny,,Ordervaror
2026-08-22,7968501,Augustus Chardonnay,ny,,Ordervaror
2026-08-22,7941201,Weingut Gross Bergwein Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7960701,Weingut Gross Ehrenhausen Morillon Startin,ny,,Ordervaror
2026-08-22,7323501,Meursault Bois de Blagny Domaine Comtesse de Chérisey,ny,,Ordervaror
2026-08-22,7222601,Meursault-Blagny Premier Cru La Genelotte Monopole,ny,,Ordervaror
2026-08-22,7244101,Puligny-Montrachet Premier Cru Hameau de Blagny,ny,,Ordervaror
2026-08-22,7583301,Meursault-Blagny Premier Cru La Pièce Sous le Bois Domaine Comtesse de Chérisey,ny,,Ordervaror
2026-08-22,7318201,La Perriére Silex Sancerre Saget La Perrier,ny,,Ordervaror
2026-08-22,7199101,Weingut Gross Ehrenhausen Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7199301,Sevdah,ny,,Ordervaror
2026-08-22,7887401,Saumagen Riesling Grosses Gewächs Philipp Kuhn,ny,,Ordervaror
2026-08-22,7325701,Javier Revert Lafont,ny,,Ordervaror
2026-08-22,7581601,Bürgerspital Würzburger Stein-Berg GG Riesling,ny,,Ordervaror
2026-08-22,7715401,Bürgerspital Randersackerer Pfülben GG Riesling,ny,,Ordervaror
2026-08-22,7604701,Deep Cellar Sauvignon & Šipon,ny,,Ordervaror
2026-08-22,7187501,Eder De Valdelana Blanco,ny,,Ordervaror
2026-08-22,7626201,Juan Valdelana Viñedos Singulares White,ny,,Ordervaror
2026-08-22,7196401,Lucien Le Moine Puligny-Montrachet Premier Cru Les Chalumaux,ny,,Ordervaror
2026-08-22,7994301,Lucien Le Moine Bâtard-Montrachet Grand Cru,ny,,Ordervaror
2026-08-22,7907901,Innocent Bystander Chardonnay,ny,,Ordervaror
2026-08-22,7067201,Vinarija Aleksic Morava,ny,,Ordervaror
2026-08-22,7106601,Terra de Asorei Albariño,ny,,Ordervaror
2026-08-22,7636201,Terra de Asorei Albariño Sobre Lias,ny,,Ordervaror
2026-08-22,7264709,Chardonnay Collection Vitt vin,ny,,Ordervaror
2026-08-22,7778401,Saint-Aubin 1er Cru Sous Roche Dumay Blanc,ny,,Ordervaror
2026-08-22,7914601,Seven Rows Ben Nevis Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7462001,Saint-Aubin 1er Cru Sur Gamay Blanc,ny,,Ordervaror
2026-08-22,7777901,Buena Esperanza Cerro Chehueque,ny,,Ordervaror
2026-08-22,7872506,Wehlener Sonnenuhr Riesling Auslese Joh Jos Prüm,ny,,Ordervaror
2026-08-22,7321901,Florão Blanco,ny,,Ordervaror
2026-08-22,7963401,Bott Frères Riesling Kirchberg de Ribeauvillé,ny,,Ordervaror
2026-08-22,7008801,Martin Codax Albariño,ny,,Ordervaror
2026-08-22,7080201,Hugel Estate Riesling,ny,,Ordervaror
2026-08-22,7451801,Bosman Vineyards Upper Hemel en Aarde Valley Sauvignon Blanc,ny,,Ordervaror
2026-08-22,7959601,MC Müller Catoir,ny,,Ordervaror
2026-08-22,7413901,Nik Weis Saar Riesling,ny,,Ordervaror
2026-08-22,7842001,Mold Riesling Klassik,ny,,Ordervaror
2026-08-22,7934301,Mold Weisser Burgunder,ny,,Ordervaror
2026-08-22,7392301,Chablis Premier Cru Les Beauroys,ny,,Ordervaror
2026-08-22,7470401,Viore Verdejo,ny,,Ordervaror
2026-08-22,7990901,Alvarinho João Portugal Ramos,ny,,Ordervaror
2026-08-22,7611101,Chablis Grand Cru Les Blanchots Albert Bichot,ny,,Ordervaror
2026-08-22,7814401,Chablis Premier Cru Les Vaucopins Albert Bichot,ny,,Ordervaror
2026-08-22,7814501,Chablis Premier Cru Les Lys Albert Bichot,ny,,Ordervaror
2026-08-22,7016101,Son Puig Blanco Barrica,ny,,Ordervaror
2026-08-22,7098601,Burgáns Albariño,ny,,Ordervaror
2026-08-22,7908709,Vinterhjälpen Naturvinlåda RekoVin,ny,,Ordervaror
2026-08-22,7222201,La Villa Real Sauvignon blanc,ny,,Ordervaror
2026-08-22,7587101,Paul Clüver Seven Flags Chardonnay,ny,,Ordervaror
2026-08-22,7589601,Tintero Moscato d´Asti DOCG,ny,,Ordervaror
2026-08-22,7235101,Franchetto La Capelina,ny,,Ordervaror
2026-08-22,7843901,Chablis Pr Cru Troesmes Le Domaine d'Henri,ny,,Ordervaror
2026-08-22,7717301,Château Rieussec,ny,,Ordervaror
2026-08-22,7832901,Field Blend Blanco,ny,,Ordervaror
2026-08-22,7833301,Encruzado DÂO,ny,,Ordervaror
2026-08-22,7695501,Morgado de Silgueiros Encruzado,ny,,Ordervaror
2026-08-22,7843401,Via Latina Alvarinho,ny,,Ordervaror
2026-08-22,7094901,Via Latina Grande Escolha,ny,,Ordervaror
2026-08-22,7757401,Wehlener Sonnenuhr Kabinett Joh Jos Prüm,ny,,Ordervaror
2026-08-22,7686801,Wehlener Sonnenuhr Kabinett Joh Jos Prüm,ny,,Ordervaror
2026-08-22,7815906,Wehlener Sonnenuhr Kabinett Joh Jos Prüm,ny,,Ordervaror
2026-08-22,7837006,Wehlener Sonnenuhr Kabinett Joh Jos Prüm,ny,,Ordervaror
2026-08-22,7879401,Chablis Domaine Olivier Morin,ny,,Ordervaror
2026-08-22,7987301,Bourgogne Aligoté,ny,,Ordervaror
2026-08-22,7630401,Falde Bianco,ny,,Ordervaror
2026-08-22,7079906,Chassagne-Montrachet 1er Cru Morgeot Chapelle Blanc Monopole,ny,,Ordervaror
2026-08-22,7343101,Joseph Drouhin Pouilly-Vinzelles,ny,,Ordervaror
2026-08-22,7726401,No1 by Ulf Wagner Riesling von den Terrassen,ny,,Ordervaror
2026-08-22,7784201,Di Majo Norante Rami Falanghina,ny,,Ordervaror
2026-08-22,7368001,Cartology,ny,,Ordervaror
2026-08-22,7034801,Viña Real Barrel Fermented Rioja,ny,,Ordervaror
2026-08-22,7518501,Maison Lavau Suzanne Mège Chardonnay,ny,,Ordervaror
2026-08-22,7983201,Faustino I Gran Reserva Blanco,ny,,Ordervaror
2026-08-22,7855301,Ayze La Bergerie,ny,,Ordervaror
