Varunummer,Namn,Producent,Ursprung,Druvor,Status,Funnen_Vivino_url,Vivino_winery,Vivino_wine_name,Vivino_betyg,Vivino_antal_recensioner,Producer_check,Product_check,Country_ok,Grape_ok,Systembolaget_url
7756901,Haggan Cava,Water Sisters,Spanien,"Macabeo, Parellada, Xarel-lo",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7756901/
7125201,Scheuermann Rosé de Soda,Scheuermann,Tyskland,"Merlot, Pinot noir",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7125201/
7860601,Blossom Fury Riesling,Novel Wines,USA,Riesling,Matchad,https://www.vivino.com/sv/charles-smith-charles-and-blossom-fury-riesling/w/13492531,Charles Smith,Charles And Blossom Fury Riesling,3.8,142,False,True,True,True,https://www.systembolaget.se/produkt/vin/-7860601/
7938101,Coeur de Bordeaux Blanc de Noirs Brut,Enjoy Wine & Spirits,Frankrike,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7938101/
5207501,Orange Arndorfer,Weingut Arndorfer,Österrike,,Matchad,https://www.vivino.com/sv/martin-anna-arndorfer-pompette-orange/w/9453871,Martin & Anna Arndorfer,Pompette Orange,3.9,576,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5207501/
7452301,Villa Maria Estate Villa Maria Private Bin Sauvignon Blanc,Villa Maria Estate,Nya Zeeland,Sauvignon blanc,Matchad,https://www.vivino.com/sv/villa-maria-auckland-private-bin-sauvignon-blanc/w/39034,Villa Maria,Private Bin Sauvignon Blanc,4.1,78657,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7452301/
244901,Saint-Amour Empreinte d’Amour,Maison Coquard,Frankrike,Gamay,Matchad,https://www.vivino.com/sv/maison-coquard-empreinte-d-amour-saint-amour/w/1888802,Maison Coquard,Empreinte d'Amour Saint-Amour,3.6,882,True,True,True,True,https://www.systembolaget.se/produkt/vin/-244901/
249301,La Verne Cap Classique Brut,Org de Rac,Sydafrika,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-249301/
9045501,Avondale Qvevri Red,Avondale,Sydafrika,"Grenache, Mourvèdre, Syrah",Matchad,https://www.vivino.com/sv/avondale-qvevri-gsm/w/7286069,Avondale,Qvevri GSM,3.7,435,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9045501/
9376701,Barolo Villero Brovia,Brovia,Italien,,Matchad,https://www.vivino.com/sv/brovia-azienda-agricola-villero-barolo/w/87113,Brovia,Villero Barolo,4.2,1388,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9376701/
9379801,Barolo Rocche di Castiglione D Brovia,Brovia,Italien,,Matchad,https://www.vivino.com/sv/brovia-azienda-agricola-rocche-di-castiglione-barolo/w/87114,Brovia,Rocche di Castiglione Barolo,4.3,3281,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9379801/
7519201,Cossetti Gelsomora Barbera d'Asti,Cosseti Clemente & Figli,Italien,Barbera,Matchad,https://www.vivino.com/sv/cossetti-gelsomora-barbera-d-asti/w/7263007,Cossetti,Gelsomora Barbera d'Asti,3.8,449,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7519201/
5880201,Nero Frizzante,Rallo SpA soc. Agr,Italien,Nero d'avola,Matchad,https://www.vivino.com/sv/rallo-nero-frizzante/w/11366773,Rallo,Nero Frizzante,4.0,306,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5880201/
227001,Hattingley Valley Classic Reserve,Hattingley Valley,Storbritannien,,Matchad,https://www.vivino.com/sv/hattingley-classic-reserve/w/5647439,Hattingley Valley,Classic Reserve,4.0,2564,True,True,True,False,https://www.systembolaget.se/produkt/vin/-227001/
7231901,Bergkloster Lebendig Frisch,Bergkloster Winery,Tyskland,"Pinot blanc, Riesling",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7231901/
7566901,Bastianich Sauvignon,Bastianich srl,Italien,Sauvignon blanc,Matchad,https://www.vivino.com/sv/bastianich-sauvignon-b/w/82566,Bastianich,Sauvignon B,4.0,47,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7566901/
9034901,Sobrero Moscato d´Asti,AZ AGR SOBRERO FRANCESCO,Italien,,Matchad,https://www.vivino.com/sv/sobrero-moscato-d-asti/w/1668365,Sobrero,Moscato d'Asti,4.1,1040,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9034901/
7606601,Château de la Vieille Chapelle,Château de la Vieille Chapelle,Frankrike,"Merlot, Cabernet franc",Matchad,https://www.vivino.com/sv/chateau-de-la-vieille-chapelle-bordeaux-rouge/w/1823966,Château de la Vieille Chapelle,Bordeaux Rouge,3.8,312,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7606601/
313434,Foot of Africa Rosé,Kleine Zalze,Sydafrika,,Matchad,https://www.vivino.com/sv/kleine-zalze-foot-of-africa-cabernet-sauvignon-shiraz-rose/w/76204,Kleine Zalze,Foot of Africa Cabernet Sauvignon - Shiraz Rosé,3.4,39,True,True,True,False,https://www.systembolaget.se/produkt/vin/-313434/
7630802,Villa Righetti Ripasso,Luigi Righetti,Italien,"Corvina, Rondinella, Molinara",Matchad,https://www.vivino.com/sv/luigi-righetti-villa-righetti-valpolicella-ripasso-classico-superiore/w/91765,Luigi Righetti,Villa Righetti Valpolicella Ripasso Classico Superiore,3.7,6484,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7630802/
7270201,Laroche Petit Chablis,Laroche,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/laroche-petit-chablis/w/14262,Laroche,Petit Chablis,3.8,5297,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7270201/
5573701,Tutti I Giorni Rosso Toscana A Camillo,Antonio Camillo,Italien,"Sangiovese, Ciliegiolo, Grenache",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5573701/
7317101,Bodega Dorado,Bodegas Corcel,Spanien,Tempranillo,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7317101/
9205404,Kracher Noble Reserve Trockenbeerenauslese,Kracher Fine Wine GmbH,Österrike,,Matchad,https://www.vivino.com/sv/kracher-noble-reserve-trockenbeerenauslese/w/4277970,Kracher,Noble Reserve Trockenbeerenauslese,4.2,1331,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9205404/
9057201,Brunello Di Montalcino Gianni Brunelli,Gianni Brunelli Az. Ag. Le Chiuse di Sotto,Italien,,Matchad,https://www.vivino.com/sv/gianni-brunelli-brunello-di-montalcino/w/1506967,Gianni Brunelli,Brunello di Montalcino,4.3,4290,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9057201/
7978401,Silent Shade Pinot Noir,Spring Wine & Spirits AB,Italien,Pinot nero,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7978401/
2015701,Acrobat Chardonnay,Foley Estate,USA,Chardonnay,Matchad,https://www.vivino.com/sv/acrobat-oregon-chardonnay/w/5822275,Acrobat,Chardonnay,3.6,270,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2015701/
7415401,Chinon Le Pressoir,Domaine Grosbois,Frankrike,Cabernet franc,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7415401/
2012601,Los Haroldos Reserva Chardonnay,Bodega Los Haroldos,Argentina,Chardonnay,Matchad,https://www.vivino.com/sv/los-haroldos-reserva-de-familia-chardonnay/w/1220769,Los Haroldos,Reserva de Familia Chardonnay,3.8,780,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2012601/
7016801,Domino Chianti,CANTINA SOCIALE COLLI FIORENTINI,Italien,Sangiovese,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7016801/
7252201,Chateau Montelena Napa Valley Chardonnay,Chateau Montelena Winery,USA,,Matchad,https://www.vivino.com/sv/chateau-montelena-chardonnay/w/1697,Chateau Montelena,Chardonnay,4.3,23638,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7252201/
9495801,Borgogno Barolo Cannubi,Giacomo Borgogno & Figli,Italien,,Matchad,https://www.vivino.com/sv/borgogno-barolo-cannubi/w/3400424,Borgogno,Barolo Cannubi,4.3,2648,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9495801/
9035208,Sadie Family Wines Columella,The Sadie Family Wines,Sydafrika,,Matchad,https://www.vivino.com/sv/sadie-family-columella/w/1164602,Sadie Family,Columella,4.4,5922,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9035208/
5203201,Sköna Hönan Riesling,Anora Group PLC,Moldavien,Riesling,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5203201/
7257901,Clefs de L'Enclave Côtes du Rhône Vielles Vignes,Union des Vignerons des Côtes-du-Rhône,Frankrike,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7257901/
7169201,De Martino Legado Carmenere,Santa Teresa,Chile,Carmenère,Matchad,https://www.vivino.com/sv/cl-de-martino-legado-carmenere-reserva/w/1681775,De Martino,Legado Carmenère (Reserva),3.7,6702,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7169201/
302401,País Viejo Bouchon,Viña Bouchon,Chile,,Matchad,https://www.vivino.com/sv/j-bouchon-pais-viejo-old-vines/w/5982476,J. Bouchon,Pais Viejo Old Vines,3.7,2995,True,True,True,False,https://www.systembolaget.se/produkt/vin/-302401/
7226701,Capellania Marqués de Murrieta,Marques de Murrieta,Spanien,Viura,Matchad,https://www.vivino.com/sv/marques-de-murrieta-capellania-reserva/w/1173806,Marqués de Murrieta,Capellanía Reserva,4.2,9431,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7226701/
9376001,Fournier Sancerre Rosé Les Belles Vignes,Fournier Père & Fils,Frankrike,Pinot noir,Matchad,https://www.vivino.com/sv/domaine-fournier-pere-et-fils-sancerre-rose-les-belles-vignes/w/2210484,Domaine Fournier Père et Fils,Sancerre Rosé 'Les Belles Vignes',4.0,280,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9376001/
9370001,Umathum Rosa,Weingut Umathum,Österrike,"Blaufränkisch, Zweigelt, Sankt laurent",Matchad,https://www.vivino.com/sv/umathum-rosa/w/1652980,Umathum,Rosa,3.8,3149,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9370001/
9498301,Langhe Nebbiolo Alberto Ballarin,Alberto Ballarin,Italien,Nebbiolo,Matchad,https://www.vivino.com/sv/alberto-ballarin-nebbiolo/w/10688369,Alberto Ballarin,Nebbiolo,3.8,1026,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9498301/
7737401,De Venoge Princes Blanc de Noirs,Champagne de Venoge,Frankrike,Pinot noir,Matchad,https://www.vivino.com/sv/de-venoge-princes-blanc-de-noirs-brut-champagne/w/3834534,De Venoge,Princes Blanc de Noirs Brut Champagne,4.3,2545,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7737401/
9601301,Barbera d'Alba Superiore Luigi Pira,Luigi Pira,Italien,Barbera,Matchad,https://www.vivino.com/sv/luigi-pira-barbera-d-alba-superiore/w/7598941,Pira Luigi,Barbera d'Alba Superiore,3.9,1313,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9601301/
7147801,Rabl Grüner Veltliner Langenlois,Weingut Rabl,Österrike,,Matchad,https://www.vivino.com/sv/rabl-gruner-veltliner-langenlois-kamptal/w/88595,Rabl,Grüner Veltliner Langenlois,3.9,7769,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7147801/
9002801,Château Cantemerle,Château Cantemerle,Frankrike,"Cabernet sauvignon, Merlot, Petit verdot, Cabernet franc",Matchad,https://www.vivino.com/sv/chateau-cantemerle-haut-medoc-grand-cru-classe/w/13793,Château Cantemerle,Haut-Médoc (Grand Cru Classé),4.0,40639,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9002801/
9498601,Hervé Dubois Millesime Grand Cru Blanc de Blanc,Hervé Dubois,Frankrike,Chardonnay,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9498601/
9502401,Kim Crawford Marlborough Rosé,Kim Crawford Wines,Nya Zeeland,,Matchad,https://www.vivino.com/sv/kim-crawford-rose-hawkes-bay/w/5262026,Kim Crawford,Rosé,3.6,3879,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9502401/
231201,Cecchi Toscana Sangiovese,Cecchi,Italien,Sangiovese,Matchad,https://www.vivino.com/sv/casa-vinicola-luigi-cecchi-e-figli-sangiovese-di-toscana/w/12123,Cecchi,Sangiovese di Toscana,3.5,16391,True,True,True,True,https://www.systembolaget.se/produkt/vin/-231201/
9181401,Pouilly Fuissé Premier Cru Sur la Roche Domaine Barraud,Domaine Barraud,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/domaine-barraud-maconnais-pouilly-fuisse-sur-la-roche/w/1103013,Domaine Barraud,Pouilly-Fuissé 'Sur La Roche',4.1,528,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9181401/
9296801,Susana Balbo Signature White Blend,Susana Balbo Wines,Argentina,"Torrontés, Sauvignon blanc, Sémillon",Matchad,https://www.vivino.com/sv/susana-balbo-signature-white-blend/w/4510456,Susana Balbo,Signature White Blend,4.1,5669,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9296801/
9133101,Mission Reserve Syrah,Mission Estate Winery,Nya Zeeland,Syrah,Matchad,https://www.vivino.com/sv/mission-estate-winery-mission-estate-reserve-syrah/w/4938357,Mission Estate Winery,Mission Estate Reserve Syrah,3.7,532,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9133101/
7669601,Sofia y Sebastian Bubbles is best enjoyed with friends,ViniMundi,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7669601/
7102101,Finca Rio Negro Tempranillo Merlot Syrah Cabernet Sauvignon,Meraven S.L.,Spanien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7102101/
271501,Leva Chardonnay Misket Dimiat & Muscat,Vinex Slavyantsi,Bulgarien,"Chardonnay, Dimiat, Muscat",Matchad,https://www.vivino.com/sv/leva-chardonnay-muscat-rose-valley/w/7030178,Leva,Chardonnay - Muscat,3.3,602,True,True,True,True,https://www.systembolaget.se/produkt/vin/-271501/
9441502,Tenuta Trerose Vin Santo di Montepulciano,Angelini Wines & Estates,Italien,,Matchad,https://www.vivino.com/sv/trerose-vin-santo-di-montepulciano/w/1523561,Trerose,Vin Santo di Montepulciano,3.8,484,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9441502/
9224201,Muga,Bodegas Muga,Spanien,"Garnacha, Viura",Matchad,https://www.vivino.com/sv/bodegas-muga-muga-rosado/w/7490,Bodegas Muga,Muga Rosado,3.8,13426,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9224201/
7994801,Tiko Estate Mtsvane,Tiko Estate,Georgien,Mtsvane,Matchad,https://www.vivino.com/sv/tiko-estate-orange-kisi-mtsvane/w/11404466,Tiko Estate,Orange Kisi - Mtsvane,0.0,9,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7994801/
7328001,Tiko Estate Saperavi Solo,Tiko Estate,Georgien,Saperavi,Matchad,https://www.vivino.com/sv/tiko-estate-saperavi-solo/w/13306215,Tiko Estate,Saperavi Solo,4.0,58,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7328001/
7063501,Amarone della Valpolicella ai Colli Vivaldi,Vivaldi Wines,Italien,,Matchad,https://www.vivino.com/sv/vivaldi-ai-colli-amarone-della-valpolicella/w/1136427,Vivaldi,Ai Colli Amarone della Valpolicella,4.0,4647,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7063501/
275401,Barbera d'Asti Terre S.R.L.,Terre SRL,Italien,Barbera,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-275401/
9405301,Wente Vineyards Coastal Selection Chardonnay,Wente Family Estates,USA,"Chardonnay, Gewürztraminer",Matchad,https://www.vivino.com/sv/wente-family-vineyards-coastal-selection-chardonnay-w8f17/w/6469346,Wente Family Vineyards,Coastal Selection Chardonnay,3.9,277,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9405301/
9019601,Domaine de la Janasse Terre d'Argile,Domaine de la Janasse,Frankrike,"Carignan, Grenache, Mourvèdre, Syrah",Matchad,https://www.vivino.com/sv/domaine-de-la-janasse-cotes-du-rhone-villages-terre-d-argile/w/75861,Domaine de la Janasse,Côtes du Rhône Villages Terre D'Argile,3.9,7026,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9019601/
9415201,Montebruna Barbera d'Asti Braida,Braida,Italien,Barbera,Matchad,https://www.vivino.com/sv/braida-montebruna-barbera-d-asti/w/15143,Braida,Montebruna Barbera d'Asti,3.9,17188,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9415201/
9062901,Château Rahoul Vignobles Dourthe,Vignobles Dourthe,Frankrike,"Sémillon, Sauvignon blanc",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9062901/
5845101,Palacio de Caterina Tempranillo,Hammeken Cellars,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/hammeken-cellars-palacio-de-caterina-tempranillo/w/11290606,Hammeken Cellars,Palacio de Caterina Tempranillo,3.3,100,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5845101/
752201,Duménil Brut Millésimé Premier Cru,Duménil,Frankrike,"Chardonnay, Pinot meunier, Pinot noir",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-752201/
5468001,Tri Morave White,Temet,Serbien,,Matchad,https://www.vivino.com/sv/temet-three-morave-white-tri-moraves-bijelo/w/1482267,Temet,Three Morave White ( Три Моравес Бијело ),3.8,1324,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5468001/
7004801,Bourgogne Blanc 'Le Vendangeur Masqué',Domaine Alice et Olivier De Moor,Frankrike,,Matchad,https://www.vivino.com/sv/alice-et-olivier-de-moor-le-vendangeur-masque-bourgogne/w/4221607,Alice et Olivier de Moor,Le Vendangeur Masqué Bourgogne,4.1,864,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7004801/
208101,Novas Gran Reserva Chardonnay,Viñedos Emiliana,Chile,Chardonnay,Matchad,https://www.vivino.com/sv/emiliana-novas-gran-reserva-chardonnay/w/76887,Emiliana,Novas Gran Reserva Chardonnay,3.7,6370,True,True,True,True,https://www.systembolaget.se/produkt/vin/-208101/
7865901,ERNST ekologiska Sauvignon Blanc Chardonnay,Domaine Wines,Frankrike,"Sauvignon blanc, Chardonnay",Matchad,https://www.vivino.com/sv/it-ernst-sauvignon-blanc-chardonnay/w/7449487,Ernst,Sauvignon Blanc - Chardonnay,3.2,397,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7865901/
2011401,Sauvignon.com Diemersdal Wine Estate,Diemersdal,Sydafrika,Sauvignon blanc,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2011401/
219601,Le Sablou Bergerac,Grands Chais de Saint Laurent,Frankrike,"Merlot, Cabernet sauvignon, Malbec, Cabernet franc",Matchad,https://www.vivino.com/sv/chateau-le-sablou-cotes-de-bergerac-moelleux/w/2276410,Château le Sablou,Côtes de Bergerac Moelleux,3.7,63,True,True,True,True,https://www.systembolaget.se/produkt/vin/-219601/
515001,Four Cousins Crisp White,Van Loveren Vineyards,Sydafrika,"Colombard, Chenin blanc",Matchad,https://www.vivino.com/sv/four-cousins-crisp-white/w/6240733,Four Cousins,Crisp White,3.2,198,True,True,True,False,https://www.systembolaget.se/produkt/vin/-515001/
253601,Crazy Cat Red Blend,Boland Vineyard International Pty Ltd,Sydafrika,"Grenache, Pinotage, Syrah",Matchad,https://www.vivino.com/sv/crazy-cat-red-blend/w/12415748,Crazy Cat,Red Blend,3.1,136,True,True,True,True,https://www.systembolaget.se/produkt/vin/-253601/
5669001,Gött Rött By Per Andersson,Winemarket Nordic AB,Italien,Montepulciano,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5669001/
5966401,GW :s Riesling,Gamla Stans Vinhandel,Tyskland,Riesling,Matchad,https://www.vivino.com/sv/krug-scher-hof-ekologisk-gw-s-riesling/w/11460481,Krug'scher Hof,Ekologisk GW:s Riesling,0.0,19,False,True,True,True,https://www.systembolaget.se/produkt/vin/-5966401/
1241801,Inycon Chardonnay,Cantine Settesoli,Italien,Chardonnay,Matchad,https://www.vivino.com/sv/inycon-chardonnay-pinot-grigio/w/1622114,Inycon,Chardonnay - Pinot Grigio,3.4,650,True,True,True,True,https://www.systembolaget.se/produkt/vin/-1241801/
7855401,Casa Marzoni Appassimento Bianco,Casa Marzoni,Italien,"Malvasia bianca, Trebbiano",Matchad,https://www.vivino.com/sv/casa-marzoni-appassimento-bianco/w/7157161,Casa Marzoni,Appassimento Bianco,3.3,307,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7855401/
7541601,Barone Montalto Passivento,Barone Montalto,Italien,Nero d'avola,Matchad,https://www.vivino.com/sv/barone-montalto-passivento-rosso-sicily/w/6527947,Barone Montalto,Passivento Rosso,4.0,34084,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7541601/
304001,Tenuta Vignega Valpolicella Ripasso Superiore,Azienda Agricola Bettili Cristiana,Italien,"Corvina, Molinara, Rondinella, Oseleta",Matchad,https://www.vivino.com/sv/vignega-valpolicella-ripasso-superiore/w/2015096,Tenuta Vignega,Valpolicella Ripasso Superiore,3.8,3958,True,True,True,True,https://www.systembolaget.se/produkt/vin/-304001/
7562001,Riesling for you and for me,Globus Wine,Moldavien,Riesling,Matchad,https://www.vivino.com/sv/globus-wine-of-moldova-riesling-for-you-and-for-me/w/11558520,Globus,Riesling For You and For Me,3.6,366,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7562001/
7297201,Falling Feather Ruby Cabernet,Anora Group PLC,USA,Ruby cabernet,Matchad,https://www.vivino.com/sv/falling-feather-ruby-cabernet/w/1133169,Falling Feather,Ruby Cabernet,3.5,6974,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7297201/
3214501,Zenato Amarone della Valpolicella Classico,Zenato,Italien,,Matchad,https://www.vivino.com/sv/zenato-amarone-della-valpolicella-classico/w/12393,Zenato,Amarone della Valpolicella Classico,4.4,60844,True,True,True,False,https://www.systembolaget.se/produkt/vin/-3214501/
2013101,Solo Vino Tempranillo Organic,Dominio de Punctum,Spanien,Tempranillo,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2013101/
2030301,Tommasi Le Lusuri Biancolago,Tommasi Viticoltori,Italien,"Garganega, Chardonnay",Matchad,https://www.vivino.com/sv/tommasi-le-lusuri-biancolago/w/13366371,Tommasi,Le Lusuri Biancolago,3.7,25,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2030301/
7677801,Zupreme Zinfandel,Brandpartners AB,USA,Zinfandel,Matchad,https://www.vivino.com/sv/concannon-vineyard-zin-zupreme-zinfandel-california-red-wine/w/4860549,Concannon,Zin Zupreme Zinfandel,3.5,1192,False,True,True,True,https://www.systembolaget.se/produkt/vin/-7677801/
8041901,Heartwood Organic Wine Zinfandel,Icon Wines,Italien,Zinfandel,Matchad,https://www.vivino.com/sv/heartwood-vintage-zinfandel-organic/w/6977042,Heartwood,Vintage Zinfandel Organic,3.5,1875,True,True,True,True,https://www.systembolaget.se/produkt/vin/-8041901/
7503001,Ruby Pinot Noir Laila Bagge,Anora Group PLC,Italien,Pinot noir,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7503001/
2013601,19 Crimes Shiraz,19 Crimes,Australien,Shiraz,Matchad,https://www.vivino.com/sv/nineteen-crimes-shiraz-south-eastern/w/5461527,19 Crimes,Shiraz,3.7,11980,True,True,True,False,https://www.systembolaget.se/produkt/vin/-2013601/
537201,Peacock,WG Herxheim am Berg,Tyskland,"Kerner, Rivaner",Matchad,https://www.vivino.com/sv/herxheim-am-berg-peacock/w/1656462,Herxheim am Berg,Peacock,3.5,184,True,True,True,False,https://www.systembolaget.se/produkt/vin/-537201/
262001,La Revedere Merlot,Anora Group PLC,Rumänien,Merlot,Matchad,https://www.vivino.com/sv/la-revedere-merlot/w/2503062,La Revedere,Merlot,3.2,999,True,True,True,True,https://www.systembolaget.se/produkt/vin/-262001/
269801,Gött Vitt by Per Andersson,Peter Mertes,Tyskland,Riesling,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-269801/
246701,Ruida Domo Valdepeñas Reserva,Arenal Wines S.L.,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/ruida-domo-reserva/w/12396383,Ruida Domo,Reserva,3.6,396,True,True,True,True,https://www.systembolaget.se/produkt/vin/-246701/
5664301,Altero Toscana,Morningstar Brands AB,Italien,"Canaiolo nero, Sangiovese",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5664301/
7308501,Castelmondo Prosecco Extra Dry,Winepartners Nordic AB,Italien,Glera,Matchad,https://www.vivino.com/sv/castelmondo-prosecco-extra-dry/w/7356149,Castelmondo,Prosecco Extra Dry,3.5,996,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7308501/
2017401,The Ultimate Zin Zinfandel,House of Big Wines,USA,Zinfandel,Matchad,https://www.vivino.com/sv/future-ultimate-zin-special-reserve-zinfandel/w/6475373,House of Big Wines,The Ultimate Zin Special Réserve Zinfandel,3.6,1733,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2017401/
9016601,Moscato d'Asti G.D. Vajra,G.D. Vajra,Italien,,Matchad,https://www.vivino.com/sv/g-d-vajra-moscato-d-asti/w/1100130,G.D. Vajra,Moscato d'Asti,4.0,8377,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9016601/
9608101,Bründlmayer Zweigelt Rosé,Weingut Bründlmayer,Österrike,Zweigelt,Matchad,https://www.vivino.com/sv/weingut-brundlmayer-zweigelt-rose-kamptal/w/6428897,Weingut Bründlmayer,Zweigelt Rosé,3.9,1453,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9608101/
9131001,Txomin Etxaniz Rosado,Etxaniz Txakolina,Spanien,"Hondarrabi zuri, Hondarrabi beltza",Matchad,https://www.vivino.com/sv/txomin-etxaniz-rose/w/1637759,Txomin Etxaniz,Rosé,3.9,1659,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9131001/
9567201,Ricasoli Castello di Brolio Gran Selezione,Ricasoli,Italien,Sangiovese,Matchad,https://www.vivino.com/sv/ricasoli-castello-di-brolio-gran-selezione-chianti-classico/w/4875863,Ricasoli,Castello di Brolio Gran Selezione Chianti Classico,4.2,15146,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9567201/
9317401,Savage Red,Savage Wines LTD,Sydafrika,,Matchad,https://www.vivino.com/sv/savage-red/w/2132858,Savage,Red,4.1,2230,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9317401/
9035101,G.D. Vajra Rosabella Rosato,G.D. Vajra,Italien,"Nebbiolo, Barbera, Dolcetto",Matchad,https://www.vivino.com/sv/g-d-vajra-rosabella-rosato-piedmont-rose-wine-v/w/4630586,G.D. Vajra,Rosabella Rosato,3.9,4833,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9035101/
9227401,Chablis Premier Cru Vaillons Domaine Jean-Paul & Benoît Droin,Domaine Jean-Paul & Benoît Droin,Frankrike,,Matchad,https://www.vivino.com/sv/jean-paul-benoit-droin-chablis-premier-cru-vaillons/w/55344,Jean-Paul & Benoit Droin,Chablis Premier Cru 'Vaillons',4.2,3427,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9227401/
9357101,Dundee Hills Chardonnay,White Walnut Estate,USA,Chardonnay,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9357101/
