Varunummer,Namn,Producent,Ursprung,Druvor,Status,Funnen_Vivino_url,Vivino_winery,Vivino_wine_name,Vivino_betyg,Vivino_antal_recensioner,Producer_check,Product_check,Country_ok,Grape_ok,Systembolaget_url
204306,Lat 42 Reserva,La Rioja Alta,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/la-rioja-alta-lat-42-rioja-reserva/w/2040257,La Rioja Alta,Lat 42 Rioja Reserva,3.8,4381,True,True,True,True,https://www.systembolaget.se/produkt/vin/-204306/
9432001,Heerkretz Riesling Grosses Gewächs,Wagner Stempel,Tyskland,Riesling,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9432001/
4156401,Josep Masachs Cava,Josep Masachs,Spanien,Xarel-lo,Matchad,https://www.vivino.com/sv/josep-masachs-tradicional-cava-brut/w/9528251,Josep Masachs Tradicional,Cava Brut,3.7,872,True,True,True,True,https://www.systembolaget.se/produkt/vin/-4156401/
9026702,Banyuls Rimage Vin doux naturel,Domaine du Traginer,Frankrike,,Matchad,https://www.vivino.com/sv/domaine-du-traginer-banyuls-rimage-doux-naturel/w/2152281,Domaine du Traginer,Banyuls Rimage Doux Naturel,4.1,453,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9026702/
1267901,Lat 42 Gran Reserva,Torre de Oña,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/la-rioja-alta-lat-42-rioja-gran-reserva-rioja/w/1368669,La Rioja Alta,Lat 42 Rioja Gran Reserva,3.8,13036,False,True,True,True,https://www.systembolaget.se/produkt/vin/-1267901/
7318601,Castelmondo Valpolicella Ripasso Superiore,Winepartners Nordic AB,Italien,,Matchad,https://www.vivino.com/sv/castelmondo-valpolicella-ripasso-superiore/w/7341339,Castelmondo,Valpolicella Ripasso Superiore,3.7,5238,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7318601/
288501,Euphoria Rosé,Amyntas Winery,Grekland,Xynomavro,Matchad,https://www.vivino.com/sv/euphoria-colchagua-valley-rose/w/7002767,Euphoria,Rosé,3.6,454,True,True,False,False,https://www.systembolaget.se/produkt/vin/-288501/
215701,Furling Dry Furmint,Patricius Borház Zrt.,Ungern,Furmint,Matchad,https://www.vivino.com/sv/patricius-furling-dry-furmint/w/13536853,Patricius,Furling Dry Furmint,3.4,29,True,True,True,True,https://www.systembolaget.se/produkt/vin/-215701/
240001,DeAetna Rosso Terra Costantino,Terra Costantino,Italien,"Nerello mascalese, Nerello cappuccio",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-240001/
7342814,TiCa Secco Semi-Sparkling White Wine,Cantina Vigna Verde Srl,Italien,Glera,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7342814/
2011001,Heinrich Pinot Noir,Weingut Heinrich,Österrike,Pinot noir,Matchad,https://www.vivino.com/sv/heinrich-pinot-noir/w/1126667,Heinrich,Pinot Noir,3.6,3702,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2011001/
330001,Passitivo Primitivo,Cantine Paolo Leo,Italien,Primitivo,Matchad,https://www.vivino.com/sv/passilive-primitivo/w/1162158,Passitivo,Primitivo,3.7,5679,True,True,True,True,https://www.systembolaget.se/produkt/vin/-330001/
7851401,Amber One Catarratto,Rallo SpA soc. Agr,Italien,Catarratto,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7851401/
208935,Ginger Prince Sparkling White,Fowles Wine,Australien,"Chardonnay, Sémillon, Vermentino, Muscat",Matchad,https://www.vivino.com/sv/au-fowles-wine-ginger-prince-sparkling-white/w/12834606,Fowles Wine,Ginger Prince Sparkling White,3.2,28,True,True,True,True,https://www.systembolaget.se/produkt/vin/-208935/
9279201,Il Cascinone Crocera Barbera d'Asti Superiore,Il Cascinone,Italien,Barbera,Matchad,https://www.vivino.com/sv/il-cascinone-crocera-barbera-d-asti-superiore/w/1514916,Il Cascinone,Crocera Barbera d’Asti Superiore,3.9,3608,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9279201/
2232001,Bolla Le Poiane Ripasso,Bolla,Italien,"Corvina, Molinara, Rondinella",Matchad,https://www.vivino.com/sv/bolla-fratellispa-le-poiane-valpolicella-ripasso-classico-superiore/w/1170331,Bolla,Le Poiane Valpolicella Ripasso Classico Superiore,3.8,17012,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2232001/
465302,Lynx Barrel fermented Chardonnay,House of Big Wines,USA,Chardonnay,Matchad,https://www.vivino.com/sv/lynx-california-chardonnay-barrel-fermented/w/6236567,LYNX,Chardonnay Barrel Fermented,3.5,4625,True,True,True,True,https://www.systembolaget.se/produkt/vin/-465302/
221102,Domaine du Vieux Lazaret Châteauneuf-du-Pape,Domaine du Vieux Lazaret,Frankrike,"Cinsault, Counoise, Grenache, Mourvèdre, Syrah",Matchad,https://www.vivino.com/sv/domaine-du-vieux-lazaret-chateauneuf-du-pape/w/14526,Domaine du Vieux Lazaret,Châteauneuf-du-Pape,4.2,42031,True,True,True,True,https://www.systembolaget.se/produkt/vin/-221102/
9000402,Gusbourne Brut Reserve,Gusbourne Estate Ltd,Storbritannien,"Chardonnay, Pinot meunier, Pinot noir",Matchad,https://www.vivino.com/sv/gusbourne-brut-reserve/w/2121565,Gusbourne,Brut Reserve,4.1,4795,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9000402/
2016401,Alsace Grand Cru Schlossberg Riesling,BLANCK ANDRE ET SES FILS,Frankrike,Riesling,Matchad,https://www.vivino.com/sv/andre-blanck-riesling-alsace-grand-cru-schlossberg-alsace-grand-cru-schlossberg/w/2330140,Andre Blanck,Riesling Alsace Grand Cru 'Schlossberg',4.0,1041,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2016401/
9420301,4Kilos 12 Volts,4Kilos,Spanien,"Cabernet sauvignon, Syrah, Fogoneu, Callet",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9420301/
7318401,Valpolicella Valpantena Antiche Terre Venete,Antiche Terre Venete,Italien,"Corvinone, Corvina, Rondinella",Matchad,https://www.vivino.com/sv/antiche-terre-valpolicella/w/1213128,Antiche Terre Venete,Valpolicella,3.5,1865,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7318401/
192201,Lynx Central Coast Pinot Noir,Vinimundi AB,USA,Pinot noir,Matchad,https://www.vivino.com/sv/lynx-pinot-noir/w/3672122,Lynx,Pinot Noir,3.6,95,True,True,False,True,https://www.systembolaget.se/produkt/vin/-192201/
210301,Derbusco Cives Doppio Erre Di Franciacorta Brut,Società Agricola Derbusco srl,Italien,,Matchad,https://www.vivino.com/sv/derbusco-cives-franciacorta-brut-doppio-erre-di/w/1380787,Derbusco Cives,Franciacorta Brut Doppio Erre Di,3.9,2469,True,True,True,False,https://www.systembolaget.se/produkt/vin/-210301/
285201,Château Pineraie Malbec,Château Pineraie,Frankrike,Malbec,Matchad,https://www.vivino.com/sv/chateau-pineraie-malbec-cahors/w/1209812,Château Pineraie,Malbec Cahors,3.6,7823,True,True,True,True,https://www.systembolaget.se/produkt/vin/-285201/
5673801,Paul Durdilly et Fils Beaujolais Les Grandes Coasses,Paul Durdilly,Frankrike,Gamay,Matchad,https://www.vivino.com/sv/paul-durdilly-les-grandes-coasses-beaujolais/w/2450162,Paul Durdilly,Les Grandes Coasses Beaujolais,3.8,1966,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5673801/
7775901,Nicolas Brobergière Cuvée Rosé,Urban Wines,Frankrike,,Matchad,https://www.vivino.com/sv/nicolas-brobergiere-cuvee-rose-brut-champagne/w/13382738,Nicolas Brobergière,Cuvée Rosé Brut Champagne,3.9,168,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7775901/
308302,Château la Tour de By,Château la Tour de By,Frankrike,"Cabernet sauvignon, Merlot, Petit verdot",Matchad,https://www.vivino.com/sv/chateau-la-tour-de-by-medoc/w/779475,Château La Tour de By,Médoc,3.8,19776,True,True,True,True,https://www.systembolaget.se/produkt/vin/-308302/
7260101,Cava Stars Organic,Castillo de Perelada,Spanien,"Chardonnay, Macabeo, Parellada, Xarel-lo",Matchad,https://www.vivino.com/sv/castillo-perelada-cava-stars-organic/w/6717830,Castillo Perelada,Cava Stars Organic,3.5,2688,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7260101/
7086601,Nº 11 Chianti Riserva By König & Brolin,Cecchi,Italien,"Sangiovese, Colorino, Merlot",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-7086601/
623701,Chablis Premier Cru Grande Cuvée,La Chablisienne,Frankrike,Chardonnay,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-623701/
9518201,Trebbiano d'Abruzzo Valle Reale,Valle Reale SRL Societa Agricola,Italien,Trebbiano,Matchad,https://www.vivino.com/sv/valle-reale-srl-trebbiano-d-abruzzo/w/5260467,Valle Reale,Trebbiano d'Abruzzo,3.8,1113,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9518201/
210401,Viña Solorca Crianza,Viña Solorca,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/solorca-crianza/w/1190059,Solorca,Crianza,3.9,3683,True,True,True,True,https://www.systembolaget.se/produkt/vin/-210401/
5679801,Ultimate Provence Rosé,Ultimate Provence MDVC,Frankrike,,Matchad,https://www.vivino.com/sv/ultimate-provence-up-rose/w/5621750,Ultimate Provence,UP Rosé,4.1,9754,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5679801/
209201,Ciao Pinot Grigio,Domeniile Speia Prim,Moldavien,"Pinot grigio, Feteasca regala",Matchad,https://www.vivino.com/sv/ciao-emilia-romagna-pinot-grigio/w/4898557,Ciao,Pinot Grigio,3.5,212,True,True,False,True,https://www.systembolaget.se/produkt/vin/-209201/
5127201,Saint Louis Chardonnay,Giertz Vinimport,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/saint-louis-chardonnay-fronton/w/1214762,Château Saint Louis,Chardonnay,3.7,173,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5127201/
5578001,Ascot Crisp White,Domaine Wines,USA,,Matchad,https://www.vivino.com/sv/ascot-crisp-white/w/11112160,Ascot,Crisp White,3.6,864,True,True,True,False,https://www.systembolaget.se/produkt/vin/-5578001/
2014101,The Black Chook Grenache,Penny's Hill Estate,Australien,"Grenache, Shiraz",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2014101/
2015001,Euphoria Spumante,Oenoforos AB,Italien,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2015001/
253314,Beau Marin Muscadet,Sarl Gilbert Chon,Frankrike,Muscadet,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-253314/
9270601,Derthona La Colombera,La Colombera,Italien,Timorasso,Matchad,https://www.vivino.com/sv/la-colombera-derthona/w/1255064,La Colombera - Piercarlo Semino,Derthona,3.9,3730,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9270601/
9003614,Naturalis Organic,Angove's,Australien,Shiraz,Matchad,https://www.vivino.com/sv/naturalis-south-australia-organic-shiraz/w/10060674,Naturalis,Organic Shiraz,3.7,134,True,True,True,False,https://www.systembolaget.se/produkt/vin/-9003614/
236802,Paolo Scavino Langhe Nebbiolo,Paolo Scavino,Italien,Nebbiolo,Matchad,https://www.vivino.com/sv/paolo-scavino-langhe-nebbiolo/w/75774,Paolo Scavino,Langhe Nebbiolo,3.8,8081,True,True,True,True,https://www.systembolaget.se/produkt/vin/-236802/
2232801,Villa Puccini Chianti Classico Riserva,Castellani,Italien,"Sangiovese, Canaiolo",Matchad,https://www.vivino.com/sv/villa-puccini-chianti-classico-riserva/w/7650645,Villa Puccini,Chianti Classico Riserva,3.7,3090,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2232801/
2012501,Reyneke Organic Chenin Blanc,Reyneke Winery,Sydafrika,Chenin blanc,Matchad,https://www.vivino.com/sv/reyneke-organic-chenin-blanc/w/12360251,Reyneke,Organic Chenin Blanc,3.7,654,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2012501/
742402,Veuve Clicquot Brut Gula Änkan,Veuve Clicquot,Frankrike,"Chardonnay, Pinot meunier, Pinot noir",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-742402/
512301,Masi Campofiorin,Masi,Italien,"Corvina, Rondinella, Molinara",Matchad,https://www.vivino.com/sv/masi-veneto-campofiorin-rosso-veronese/w/21948,Masi,Campofiorin Rosso Veronese,3.7,77928,True,True,True,True,https://www.systembolaget.se/produkt/vin/-512301/
7434501,Antiche Terre Venete Valpolicella Ripasso,Antiche Terre Venete,Italien,"Corvina, Rondinella, Corvinone",Matchad,https://www.vivino.com/sv/antiche-terre-valpolicella-ripasso/w/1185771,Antiche Terre Venete,Valpolicella Ripasso,3.8,18216,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7434501/
7659001,Beaujolais Splendeur Nature organic Mommessin,Mommessin,Frankrike,Gamay,Matchad,https://www.vivino.com/sv/mommessin-splendeur-nature-beaujolais/w/12890132,Mommessin,Splendeur Nature Beaujolais,3.6,180,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7659001/
9432101,Bargemone Rosé Minuit,Domaine Bargemone,Frankrike,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9432101/
9122901,Cannonau Le Anfore,Olianas,Italien,Cannonau,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9122901/
7087001,Jaume Serra Cava Brut Nature Vintage,Jaume Serra,Spanien,,Matchad,https://www.vivino.com/sv/jaume-serra-cava-brut-nature-reserva-vintage-cava/w/1151569,Jaume Serra,Cava Brut Nature Reserva Vintage,3.6,3083,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7087001/
210701,Terrazze Della Luna Pinot Grigio,Cavit,Italien,Pinot grigio,Matchad,https://www.vivino.com/sv/terrazze-della-luna-pinot-grigio/w/8930,Terrazze della Luna,Pinot Grigio,3.5,1523,True,True,True,True,https://www.systembolaget.se/produkt/vin/-210701/
7291401,Gérard Bertrand Cigalus Rouge,Gérard Bertrand,Frankrike,"Cabernet franc, Cabernet sauvignon, Carignan, Grenache, Merlot",Matchad,https://www.vivino.com/sv/domaine-de-cigalus-rouge/w/1725833,Domaine de Cigalus,Rouge,4.1,12093,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7291401/
5329001,Luna di Mezzanotte Barbera d'Alba Superiore,Nigab,Italien,Barbera,Matchad,https://www.vivino.com/sv/luna-di-mezzanotte-barbera-d-alba-superiore/w/10007054,Luna di Mezzanotte,Barbera d'Alba Superiore,4.0,2321,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5329001/
2235002,Tommasi Amarone della Valpolicella Classico,Tommasi Viticoltori,Italien,"Corvina veronese, Rondinella, Corvinone, Oseleta",Matchad,https://www.vivino.com/sv/tommasi-amarone-della-valpolicella-classico/w/7103,Tommasi,Amarone della Valpolicella Classico,4.3,95810,True,True,True,True,https://www.systembolaget.se/produkt/vin/-2235002/
9500701,Enrico IV Cantine Valenti,Cantine Valenti,Italien,Carricante,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9500701/
9298501,Bollinger La Grande Année Brut,Bollinger,Frankrike,"Pinot noir, Chardonnay",Matchad,https://www.vivino.com/sv/bollinger-la-grande-annee-brut-champagne/w/18931,Bollinger,La Grande Année Brut Champagne,4.5,32577,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9298501/
5809301,Esencias by Éxzito Pico Cuadro S.L,Pico Cuadro S.L,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/pico-cuadro-exzito/w/5180755,Pico Cuadro,Exzito,4.2,938,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5809301/
392501,Château Belgrave,Vins et Vignobles Dourthe,Frankrike,"Cabernet sauvignon, Merlot, Petit verdot",Matchad,https://www.vivino.com/sv/dourthe-chateau-belgrave-haut-medoc/w/2149279,Dourthe,Château Belgrave Haut Medoc,4.0,92,True,True,True,True,https://www.systembolaget.se/produkt/vin/-392501/
7408301,Substance Cs Cabernet Sauvignon,O'Neill Vintners & Distillers,USA,Cabernet sauvignon,Matchad,https://www.vivino.com/sv/substance-cabernet-sauvignon-cs/w/1197671,Substance,Cabernet Sauvignon (Cs),3.8,37118,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7408301/
273701,Finca el Puig,Gran Clos,Spanien,"Cabernet sauvignon, Carignan, Grenache, Syrah",Matchad,https://www.vivino.com/sv/gran-clos-finca-el-puig/w/1127203,Gran Clos,Finca El Puig,4.0,8419,True,True,True,True,https://www.systembolaget.se/produkt/vin/-273701/
1632001,Penfolds Bin 28 Shiraz,Penfolds,Australien,Shiraz,Matchad,https://www.vivino.com/sv/penfolds-bin-28-shiraz-south-australia/w/1244,Penfolds,Bin 28 Shiraz,4.1,45037,True,True,True,False,https://www.systembolaget.se/produkt/vin/-1632001/
556201,Clotilde Davenne Bourgogne Blanc,Clotilde Davenne,Frankrike,Chardonnay,Matchad,https://www.vivino.com/sv/clotilde-davenne-bourgogne-blanc-chardonnay/w/1117579,Domaine Les Temps Perdus - Clotilde Davenne,Bourgogne Blanc Chardonnay,3.6,2298,True,True,True,True,https://www.systembolaget.se/produkt/vin/-556201/
9266101,Benanti Etna Rosato,Benanti Viticoltori,Italien,Nerello mascalese,Matchad,https://www.vivino.com/sv/benanti-etna-rosato-etna/w/6332200,Benanti,Etna Rosato,3.8,710,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9266101/
5142501,Rioja Santiago Gran Reserva,Marques de la Concordia Family of Wines,Spanien,Tempranillo,Matchad,https://www.vivino.com/sv/rioja-santiago-gran-reserva/w/1168771,Rioja Santiago,Gran Reserva,3.9,2050,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5142501/
5641001,Gran Feudo Reserva,Bodegas Gran Feudo SL,Spanien,"Cabernet sauvignon, Garnacha, Merlot, Tempranillo",Matchad,https://www.vivino.com/sv/chivite-reserva/w/1603756,Gran Feudo,Reserva,3.5,10441,True,True,True,True,https://www.systembolaget.se/produkt/vin/-5641001/
7170101,Villa Tinta Cabernet Sauvignon,Vinhol Oksamytnoe LTD,Ukraina,Cabernet sauvignon,Matchad,https://www.vivino.com/sv/villa-tinta-cabernet/w/7288181,Villa Tinta,Cabernet,3.7,324,True,True,True,True,https://www.systembolaget.se/produkt/vin/-7170101/
9387601,Pita Pet-Nat,António Lopes Ribeiro Wines Lda,Portugal,,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-9387601/
5808601,Haggan Pet Nat,Xavier Weisskopf,Frankrike,Chenin blanc,Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-5808601/
2016901,Zehn Morgen Kalk & Sandstein Chardonnay & Weisser Burgunder,Weingut In den Zehn Morgen SJ Montigny KG,Tyskland,"Chardonnay, Weissburgunder",Ej matchad,,,,,,,,,,https://www.systembolaget.se/produkt/vin/-2016901/
9022301,Terroir Sense Fronteres Negre,Terroir Sense Fronteres,Spanien,Garnacha,Matchad,https://www.vivino.com/sv/terroir-sense-fronteres-negre-de-montsant/w/6260550,Terroir Sense Fronteres,Negre de Montsant,3.9,1459,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9022301/
9514601,Fundamentalista Manchuela Finca Sandoval,Finca Sandoval,Spanien,"Syrah, Bobal",Matchad,https://www.vivino.com/sv/finca-sandoval-fundamentalista/w/9563681,Finca Sandoval,Fundamentalista,3.9,899,True,True,True,True,https://www.systembolaget.se/produkt/vin/-9514601/
7518401,Villa Righetti Amarone,Luigi Righetti,Italien,,Matchad,https://www.vivino.com/sv/luigi-righetti-villa-righetti-amarone-della-valpolicella-classico/w/5374836,Luigi Righetti,Villa Righetti Amarone della Valpolicella Classico,4.0,1086,True,True,True,False,https://www.systembolaget.se/produkt/vin/-7518401/
786701,Palmer & Co Vintage Brut,Palmer & Co,Frankrike,"Chardonnay, Pinot noir",Matchad,https://www.vivino.com/sv/palmer-co-vintage-champagne/w/4220173,Palmer & Co.,Vintage Champagne,4.0,7223,True,True,True,True,https://www.systembolaget.se/produkt/vin/-786701/
759501,Salasar Crémant de Limoux Brut,Les Grands Chais de France,Frankrike,"Chardonnay, Chenin blanc, Pinot noir",Matchad,https://www.vivino.com/sv/salasar-cremant-de-limoux-brut/w/5818057,Salasar,Crémant de Limoux Brut,3.5,48,True,True,True,True,https://www.systembolaget.se/produkt/vin/-759501/
218801,Saint Clair Vicar's Choice Barrel Chardonnay,Saint Clair Family Estate,Nya Zeeland,Chardonnay,Matchad,https://www.vivino.com/sv/saint-clair-family-estate-vicar-s-choice-barrel-fermented-chardonnay/w/1146390,Saint Clair Family Estate,Vicar's Choice Barrel Fermented Chardonnay,3.5,1764,True,True,True,True,https://www.systembolaget.se/produkt/vin/-218801/
9374001,Skepparps Grand Prix Solaris,Skepparps Vingård,Sverige,Solaris,Matchad,https://www.vivino.com/sv/skepparps-vingard-grand-prix-solaris/w/5682465,Skepparps Vingard,Grand Prix Solaris,3.4,396,True,True,,True,https://www.systembolaget.se/produkt/vin/-9374001/
7344501,Château La Grave à Pomerol Trigant de Boisset,Château La Grave à Pomerol,Frankrike,"Merlot, Cabernet franc",Matchad,https://www.vivino.com/sv/fr-la-grave-domaine-trigant-de-boisset-pomerol/w/3973557,Château La Grave (Trigant de Boisset),Domaine Trigant de Boisset Pomerol,4.1,265,False,True,True,True,https://www.systembolaget.se/produkt/vin/-7344501/
