Varunummer,Namn,Producent,Pris,Volym,Forpackning,Kategori3,Ursprung,Druvor,Vivino_betyg,Vivino_antal_recensioner,Matchningssäkerhet,Matchningskälla,Vivino_url
5026801,Golden Year Rosé,Urban Wines,99.0,750 ml,Glasflaska,Friskt & Bärigt,Frankrike,"Grenache, Syrah",3.6,1474,,vertex-ai-search,https://www.vivino.com/sv/golden-year-rose/w/9420081
7215614,Cape Fynbos Merlot,The Grape Grinder,50.0,250 ml,Burk,Fruktigt & Smakrikt,Sydafrika,Merlot,0.0,7,,vertex-ai-search,https://www.vivino.com/sv/grape-grinder-cape-fynbos-merlot/w/13508229
2019101,Ruppertsberger Von Wallberg Sauvignon Blanc,Ruppertsberger Weinkeller Hoheburg eG,129.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Sauvignon blanc,0.0,16,,vertex-ai-search,https://www.vivino.com/sv/ruppertsberger-sauvignon-blanc-pfalz/w/12050269
5972201,Wolfgang Grüner Veltliner,Iconic Wines,109.0,1000 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,Grüner veltliner,0.0,18,,vertex-ai-search,https://www.vivino.com/sv/iconic-wines-wine-of-sweden-wolfgang-gruner-veltliner/w/11485802
415101,Château Bonnet Blanc,André Lurton,115.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,"Sauvignon blanc, Colombard, Sémillon",3.6,6423,,websearch,https://www.vivino.com/sv/chateau-bonnet-entre-deux-mers-blanc/w/73566
536101,Francois Martenot Bourgogne Cuvée Prestige Pinot Noir,Francois Martenot,149.0,750 ml,Glasflaska,Mjukt & Bärigt,Frankrike,Pinot noir,3.3,2642,,websearch,https://www.vivino.com/sv/francois-martenot-cuvee-prestige-bourgogne-pinot-noir/w/1144430
415102,Château Bonnet Blanc,André Lurton,69.0,375 ml,Glasflaska,Friskt & Fruktigt,Frankrike,"Sauvignon blanc, Colombard, Sémillon",3.6,6423,,websearch,https://www.vivino.com/sv/chateau-bonnet-entre-deux-mers-blanc/w/73566
9316801,Eva Fricke Blanc de Noir Brut Nature,Weingut Eva Fricke,289.0,750 ml,Glasflaska,,Tyskland,Pinot noir,0.0,12,,vertex-ai-search,https://www.vivino.com/sv/fricke-blanc-de-noir-brut-nature/w/13158744
471715,Piccolo Primo Primitivo,Varvaglione Vigne e Vini,45.0,250 ml,Burk,Fruktigt & Smakrikt,Italien,Primitivo,,,,,
569101,Famille Audu Chardonnay,Gaec du mas de Reboul,99.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Frankrike,,,,,,
2019501,Casa Santos Lima Dão reserva,Casa Santos Lima - Companhia das Vinhas S.A.,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Portugal,"Touriga naçional, Jaen, Tinta roriz",3.9,160,,websearch,https://www.vivino.com/sv/casa-santos-lima-meia-serra-reserva-tinto/w/11289938
2030801,Lisa 1503 Spumante,Ca’ di Rajo,99.0,750 ml,Lättare glasflaska,Torrt vitt,Italien,"Garganega, Chardonnay",,,,,
253401,Gio Rosso Piceno,Terre Cortesi Moncaro,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Montepulciano, Sangiovese",,,,,
169406,Inycon Fiano Chardonnay,Cantine Settesoli,149.0,1500 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,"Fiano, Chardonnay",,,,,
2031201,Huber Riesling Family Selection,Weingut Markus Huber GmbH & Co KG,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Österrike,Riesling,,,,,
2031334,Ecologica Girasol Rosé Organic Bobal,Hammeken Cellars,49.0,250 ml,Burk,Fruktigt & Smakrikt,Spanien,Bobal,3.3,153,,websearch,https://www.vivino.com/sv/girasol-castilla-la-mancha-ecologica-organic-rose/w/5660700
282001,Torre do Olivar Treixadura,Adegas Pazo do Mar,149.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,"Treixadura, Albariño",,,,,
278501,Oakenshield Petite Sirah Castoro Cellars,Castoro Cellars,169.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,USA,Petite sirah,,,,,
271301,Albades Garnacha Blanca Viura,Hammeken Cellars,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,"Garnacha blanca, Viura",,,,,
261934,Leva Chardonnay Dimiat & Muscat,Vinex Slavyantsi,39.0,250 ml,Burk,Druvigt & Blommigt,Bulgarien,"Chardonnay, Dimiat, Muscat",3.3,602,,websearch,https://www.vivino.com/sv/leva-chardonnay-muscat-rose-valley/w/7030178
772002,Casalforte Prosecco Extra Dry,Collis Heritage S.p.A.,69.0,375 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,3.5,5604,,websearch,https://www.vivino.com/sv/casalforte-prosecco-extra-dry/w/1973260
7598201,Salt & Pepper Double Reserve Cabernet Sauvignon,Providential Wines & Spirits AB,99.0,750 ml,,Fruktigt & Smakrikt,Frankrike,Cabernet sauvignon,,,,,
649801,Stoneleigh Riesling,Vinarchy,119.0,750 ml,Lättare glasflaska,,Nya Zeeland,Riesling,,,,,
650801,Black Tower Organic Pink Bubbly,Reh Kendermann,79.0,750 ml,,Fruktigt & Smakrikt,EU,,,,,,
772001,Casalforte Prosecco Extra Dry,Collis Heritage S.p.A.,99.0,750 ml,Lättare glasflaska,Torrt vitt,Italien,Glera,3.5,5604,,websearch,https://www.vivino.com/sv/casalforte-prosecco-extra-dry/w/1973260
7216901,Passicone Rosso Organico,Nordic Sea Winery,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Montepulciano, Primitivo, Sangiovese",3.6,2420,,websearch,https://www.vivino.com/sv/passicone-rosso-organico/w/7120193
469604,Dolcetto di Pegaso,Calwine,43.0,250 ml,Burk,Fruktigt & Smakrikt,Italien,Dolcetto,,,,,
761301,Julià & Navinès Cava Organic Semi Seco,1+1=3 U Mes U Fan Tres S.L.,109.0,750 ml,Glasflaska,Halvtorrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",3.7,7521,,websearch,https://www.vivino.com/sv/julia-navines-cava-semi-seco-cava/w/3542318
499301,Crudo Catarratto Zibibbo Organic,Cantine Colomba Bianca,99.0,750 ml,Glasflaska,Druvigt & Blommigt,Italien,"Catarratto, Zibibbo",,,,,
215801,Domaine de Collavery,Les Quatre Tours,110.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Frankrike,,3.7,7022,,websearch,https://www.vivino.com/sv/collavery-coteaux-d-aix-en-provence/w/1154322
7978001,Castelmare Prosecco Organic Extra Dry,Oenoforos S A,109.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,3.6,2632,,websearch,https://www.vivino.com/sv/castelmare-prosecco-organico-extra-dry/w/7567486
7241101,Ecoltura Appassimento,Domaine Wines Sweden AB,99.0,750 ml,,Kryddigt & Mustigt,Italien,Primitivo,3.7,4050,,websearch,https://www.vivino.com/sv/fasoli-gino-ecoltura-appassimento/w/5606208
7937701,Casteloro Prosecco Organic Extra Dry,Fields Wine Company AB,99.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,3.6,252,,websearch,https://www.vivino.com/sv/casteloro-prosecco-prosecco-organic-extra-dry-prosecco/w/11377753
221602,Cava 1+1=3 Brut Rosé Pinot Noir Organic,1+1=3 U Mes U Fan Tres S.L.,89.0,375 ml,,Rosé,Spanien,Pinot noir,,,,,
7960001,Enzo Bartoli Barbera d'Asti Superiore,MGM S.r.l.,159.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Barbera,4.0,24006,,websearch,https://www.vivino.com/sv/enzo-bartoli-barbera-d-asti-superiore/w/5927106
535402,Tommasi Graticcio Appassionato,Tommasi Viticoltori,77.0,375 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Corvina veronese, Merlot, Rondinella",3.8,42968,,websearch,https://www.vivino.com/sv/tommasi-graticcio-appassionato/w/2254874
535401,Tommasi Graticcio Appassionato,Tommasi Viticoltori,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Corvina veronese, Merlot, Rondinella",3.8,42968,,websearch,https://www.vivino.com/sv/tommasi-graticcio-appassionato/w/2254874
7967101,Maison Bonjour Chardonnay Reserve de la Cave,Vins Biecher,99.0,1000 ml,,Fylligt & Smakrikt,Frankrike,Chardonnay,3.6,1043,,websearch,https://www.vivino.com/sv/maison-bonjour-chardonnay-reserve-de-la-cave/w/7865793
5114301,Maple & Ash Pinot Noir,Oenoforos S A,119.0,750 ml,Glasflaska,,USA,,3.8,2351,,websearch,https://www.vivino.com/sv/maple-ash-pinot-noir/w/12185343
7177001,Perfect day VdP Méditerranée,Contemporary Wines AB,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Frankrike,"Cinsault, Grenache, Syrah, Rolle",3.3,1726,,websearch,https://www.vivino.com/sv/perfect-day-vino-da-tavola-rose/w/4433373
7408701,Lynx Petite Sirah Zinfandel,House of Big Wines,109.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,"Petite sirah, Zinfandel",3.7,8811,,websearch,https://www.vivino.com/sv/lynx-california-petite-sirah-zinfandel/w/3620750
3236402,Mauro Primitivo Alberello,Nordic Sea Winery,59.0,375 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Primitivo,3.5,4827,,websearch,https://www.vivino.com/sv/mauro-50264-alberello-primitivo-del-salento/w/2365245
2018801,Calissano Monferrato,CA' BIANCA SPA,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Barbera, Albarossa",,,,,
787301,Castiôn Moscato d'Asti,San Martino di Soave Ernesto,119.0,750 ml,Glasflaska,Sött,Italien,,3.9,2398,,websearch,https://www.vivino.com/sv/castion-moscato-d-asti/w/1189324
7934201,Casteloro Prosecco Extra Dry,Fields Wine Company AB,97.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,3.5,2632,,websearch,https://www.vivino.com/sv/casteloro-prosecco-prosecco-extra-dry/w/6887564
471101,Lavista Malbec Reserve,Bodegas DiamAndes,79.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,,,,,
243501,The Wanted Zin Zinfandel Old Vines,Orion Wines,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,,3.8,20996,,websearch,https://www.vivino.com/sv/the-wanted-zinfandel-old-vines/w/1567077
626601,Ecologica Berlina Organic,Ruppertsberger Weinkeller Hoheburg eG,79.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Tyskland,"Riesling, Rivaner",,,,,
657101,Grower's Club Malbec,Origin Global Distribution,79.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Sydafrika,Malbec,2.8,85,,websearch,https://www.vivino.com/sv/origin-grower-s-club-malbec-western-cape/w/13674303
7235001,Black Tower Organic White Bubbly,Reh Kendermann,79.0,750 ml,Lättare glasflaska,Lätt & Avrundat,EU,"Airén, Macabeo, Sauvignon blanc, Verdejo",3.4,444,,websearch,https://www.vivino.com/sv/black-tower-white-bubbly/w/2437454
5864301,Il Capolavoro Appassimento Rosso,Globus Wine,79.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,3.8,17484,,websearch,https://www.vivino.com/sv/il-capolavoro-appassimento/w/2092363
7444702,Casalforte Moscato,Collis Heritage,65.0,375 ml,,Sött,Italien,Moscato,3.6,51,,websearch,https://www.vivino.com/sv/casalforte-moscato-dolce/w/13292872
7710401,Alvaroni Cava Brut Organic,Fields Wine Co,97.0,750 ml,Glasflaska,Torrt vitt,Spanien,,3.3,1934,,websearch,https://www.vivino.com/sv/alvaroni-cava-organic-brut/w/7473384
7487901,P.Lex Pinot Grigio,Icon Wines,109.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Italien,Pinot grigio,3.5,3382,,websearch,https://www.vivino.com/sv/p-lex-pinot-grigio/w/2256317
7349801,Casteloro Valpolicella Ripasso Superiore,Fields Wine Company AB,115.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,3.8,8800,,websearch,https://www.vivino.com/sv/casteloro-valpolicella-ripasso-superiore/w/6396490
7990701,Maison Francoise Chardonnay,Nordic Sea Winery,109.0,1000 ml,Lättare glasflaska,Fylligt & Smakrikt,Frankrike,Chardonnay,3.5,876,,websearch,https://www.vivino.com/sv/maison-francoise-chardonnay/w/8291405
7213901,GW :s Reserva,Scanivinus Lda.,109.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Portugal,"Aragonez, Cabernet sauvignon, Castelão",,,,,
7420801,Amarone della Valpolicella Casteloro,Fields Wine Company AB,199.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,,,,,
5056901,Arc-en-Ciel Rosé,Providential Wines & Spirits AB,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Carignan, Grenache, Merlot",3.5,339,,websearch,https://www.vivino.com/sv/arc-en-ciel-rose/w/9876834
7252601,La Bestia Governo Rosso Toscano,Domaine Wines,109.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Colorino, Sangiovese",,,,,
281415,Camp Sparkling,Maison Idiart,40.0,200 ml,Burk,Torrt vitt,Frankrike,,,,,,
281435,Camp Sparkling,Maison Idiart,40.0,200 ml,Burk,Torrt vitt,Frankrike,,,,,,
7582501,Grandiosa Gran Especial Malbec,Icon Wines,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,3.6,1467,,websearch,https://www.vivino.com/sv/grandiosa-gran-especial-malbec/w/8421946
7102001,ChateauBriand Bordeaux,Carovin AB,119.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,"Merlot, Cabernet sauvignon",,,,,
778201,Campo Viejo Cava Brut Reserva Organic,Vinarchy,109.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",3.7,431,,websearch,https://www.vivino.com/sv/campo-viejo-cava-brut-reserva/w/10689496
5962001,Hola MZ Rosé by Måns Zelmerlöw,Barcelona Brands S.L,99.0,750 ml,Lättare glasflaska,Friskt & Bärigt,Spanien,"Tempranillo, Garnacha, Syrah",,,,,
280101,Ruppertsberger Imperial Cuvée Organic,Ruppertsberger Weinkeller Hoheburg eG,89.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,"Pinot blanc, Riesling, Chardonnay, Scheurebe, Pinot gris",3.7,3034,,websearch,https://www.vivino.com/sv/ruppertsberger-imperial-cuvee-organic/w/5574117
749602,Jacob's Creek Organic Chardonnay,Vinarchy,59.0,375 ml,Glasflaska,Friskt & Fruktigt,Australien,Chardonnay,3.2,257,,websearch,https://www.vivino.com/sv/jacob-s-creek-organic-chardonnay/w/6851753
2003635,Eòlic Brut Nature,Molí Parellada,39.0,200 ml,Burk,Torrt vitt,Spanien,"Macabeo, Xarel-lo",2.9,153,,websearch,https://www.vivino.com/sv/moli-parellada-eolic-organic-brut-nature/w/11082933
260301,Segredos de São Miguel Organic,Casa Relvas,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Portugal,"Aragonez, Alicante bouschet, Syrah",,,,,
7024801,Leif Mannerström Sauvignon Blanc,Urban Wines,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,3.5,955,,websearch,https://www.vivino.com/sv/leif-mannerstrom-sauvignon-blanc/w/7337828
3245202,Raccolto Nero d'Avola Cabernet Sauvignon Organic,Nordic Sea Winery,64.0,375 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Nero d'avola, Cabernet sauvignon",,,,,
642701,Stoneleigh Chardonnay,Vinarchy,125.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Nya Zeeland,Chardonnay,3.7,3549,,websearch,https://www.vivino.com/sv/stoneleigh-chardonnay/w/23836
286601,Foot of Africa Coastal blend,Kleine Zalze,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Sydafrika,"Chardonnay, Chenin blanc, Sauvignon blanc",,,,,
7239901,Enzo Bartoli Barolo,MGM S.r.l.,239.0,750 ml,Glasflaska,Stramt & Nyanserat,Italien,Nebbiolo,4.0,14633,,websearch,https://www.vivino.com/sv/enzo-bartoli-barolo/w/5928997
5239101,Pinot Noir Cuvée Celeste,Fields Wine Company AB,95.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Frankrike,Pinot noir,,,,,
558801,Petit Chablis Domaine Sainte Claire J M Brocard,J M Brocard,170.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,3.7,5760,,websearch,https://www.vivino.com/sv/jean-marc-brocard-domaine-sainte-claire-petit-chablis/w/1193438
670234,Lubanzi Sparkling Cinsault Rosé,Lubanzi Wines,39.0,200 ml,Burk,Rosé,Sydafrika,Cinsault,3.9,277,,websearch,https://www.vivino.com/sv/lubanzi-cinsault/w/12044943
756401,Gato Negro Cabernet Sauvignon,Viña San Pedro,69.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Chile,Cabernet sauvignon,3.4,42171,,websearch,https://www.vivino.com/sv/gato-negro-cabernet-sauvignon/w/3565573
7104601,Le Chef Rouge,Giertz Vinimport,99.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,"Cinsault, Grenache, Syrah, Marselan",3.3,1414,,websearch,https://www.vivino.com/sv/le-chef-grand-terroir-rouge/w/7727566
232601,Epicuro Zinfandel,Femar Vini,99.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Zinfandel,3.8,17715,,websearch,https://www.vivino.com/sv/epicuro-zinfandel/w/2355610
755201,Emily Blanc de Blancs,Josep Masachs,85.0,750 ml,Lättare glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",,,,,
679201,Campolieti Ripasso,Luigi Righetti,129.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,4.0,5534,,websearch,https://www.vivino.com/sv/luigi-righetti-campolieti-valpolicella-ripasso/w/6776278
5026001,Hola MZ Cava by Måns Zelmerlöw,Barcelona Brands S.L,109.0,750 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",,,,,
7928001,Bread & Butter Chardonnay,Bread & Butter Wines,169.0,750 ml,Glasflaska,Fylligt & Smakrikt,USA,Chardonnay,3.9,64980,,websearch,https://www.vivino.com/sv/bread-and-butter-chardonnay/w/1755251
7558601,Catch & Release Sauvignon Blanc,Les Domaines Auriol,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,3.5,2222,,websearch,https://www.vivino.com/sv/les-domaines-auriol-catch-release-sauvignon-blanc/w/4089374
754735,Bubbelburk Brut,Quarisa Wines,70.0,375 ml,Burk,Torrt vitt,Australien,Glera,,,,,
631102,Stoneleigh Sauvignon Blanc,Vinarchy,79.0,375 ml,Glasflaska,Friskt & Fruktigt,Nya Zeeland,Sauvignon blanc,3.9,23488,,websearch,https://www.vivino.com/sv/stoneleigh-sauvignon-blanc/w/23834
207504,Casillero del Diablo Chardonnay,Concha y Toro,39.0,250 ml,Lättare glasflaska,Fylligt & Smakrikt,Chile,Chardonnay,3.5,39799,,websearch,https://www.vivino.com/sv/casillero-del-diablo-chardonnay-reserva/w/1135140
563701,Chablis Le Beaunois Labouré-Roi,Labouré-Roi,169.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,,,,,
7684501,Fortellino Ripasso Superiore,The Company of Urban wines And Other Liquids Sweden AB,119.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,3.7,2822,,websearch,https://www.vivino.com/sv/fortellino-valpolicella-ripasso-superiore-valpolicella-ripasso/w/8737940
5248201,Massetti Chianti,Fields Wine Company AB,109.0,1000 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,3.3,957,,websearch,https://www.vivino.com/sv/massetti-chianti/w/10099743
768601,André Clouet Grande Réserve,André Clouet,369.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Pinot noir,3.9,19967,,websearch,https://www.vivino.com/sv/andre-clouet-grande-reserve-brut-champagne-grand-cru-bouzy/w/1108849
215402,Château Baulac Dodijos,Château Baulac,145.0,375 ml,Glasflaska,Sött,Frankrike,,3.8,1551,,websearch,https://www.vivino.com/sv/chateau-baulac-dodijos-sauternes/w/2064040
5978601,Cuvée Celeste Blanc de Blancs Brut,Fields Wine Company AB,79.0,750 ml,Lättare glasflaska,Torrt vitt,Frankrike,,3.5,995,,websearch,https://www.vivino.com/sv/de-meyran-cuvee-celeste-blanc-de-blancs-brut-cremant-de-loire/w/11580296
1236602,Capitel de'Roari Amarone,Luigi Righetti,119.0,375 ml,Glasflaska,Kryddigt & Mustigt,Italien,,4.1,30980,,websearch,https://www.vivino.com/sv/luigi-righetti-capitel-de-roari-amarone-della-valpolicella-classico/w/1141801
7679001,Maggio,Iconic Wines,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Barbera, Bonarda, Cabernet sauvignon, Dolcetto, Freisa",3.6,4357,,websearch,https://www.vivino.com/sv/maggio-piedmont-rosso/w/6161172
5558001,Butter Chardonnay,Oenoforos AB,109.0,750 ml,Glasflaska,Fylligt & Smakrikt,USA,,3.5,850,,websearch,https://www.vivino.com/sv/butter-chardonnay/w/12183431
7693401,Hans Baer Riesling Trocken,Weinkellerei Hechtsheim,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,4.0,31235,,websearch,https://www.vivino.com/sv/hans-baer-riesling-trocken/w/5548979
3241702,Villa Puccini,Castellani,59.0,375 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Sangiovese, Merlot",3.6,13441,,websearch,https://www.vivino.com/sv/villa-puccini-toscana/w/1153756
7376601,Marastoni Chianti,Fields Wine Co,99.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,3.4,1236,,websearch,https://www.vivino.com/sv/marastoni-chianti/w/8926607
7776801,Casteloro Valpolicella,Fields Wine Company AB,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,,3.5,842,,websearch,https://www.vivino.com/sv/casteloro-valpolicella/w/9004656
464304,JP Chenet Cabernet-Syrah,Les Grands Chais de France,39.0,250 ml,Lättare glasflaska,Mjukt & Bärigt,Frankrike,"Cabernet sauvignon, Syrah",,,,,
232202,il Conte Montepulciano d'Abruzzo,Nordic Sea Winery,54.0,375 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Montepulciano,3.6,264,,websearch,https://www.vivino.com/sv/gr-oenoforos-montepulciano-d-abruzzo/w/6157098
2008001,OVE Reserva,My Pleasure in Sweden AB,79.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Portugal,"Alicante bouschet, Syrah, Tinta roriz",,,,,
266201,Fariña Lágrima,Bodegas Fariña,109.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Spanien,,,,,,
7651301,Enzo Bartoli Dolcetto,MGM S.r.l.,119.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Dolcetto,3.7,2766,,websearch,https://www.vivino.com/sv/enzo-bartoli-dolcetto/w/7138148
206602,Jacob's Creek Organic Shiraz Cabernet,Vinarchy,59.0,375 ml,Glasflaska,Fruktigt & Smakrikt,Australien,"Cabernet sauvignon, Shiraz",3.2,1166,,websearch,https://www.vivino.com/sv/jacob-s-creek-organic-shiraz-cabernet/w/4298006
7180501,Valpolicella Ripasso ai Colli Vivaldi,Vivaldi Wines,119.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Corvina, Rondinella, Corvinone",3.7,8210,,websearch,https://www.vivino.com/sv/vivaldi-ai-colli-valpolicella-ripasso/w/1791547
2017701,La Molla Montepulciano d'Abruzzo Riserva,Spring Wine & Spirits,149.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,Montepulciano,3.9,786,,websearch,https://www.vivino.com/sv/la-molla-montepulciano-d-abruzzo-riserva-montepulciano-dabruzzo/w/13674469
3236401,Mauro Primitivo Alberello,Nordic Sea Winery,89.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Primitivo,3.5,4827,,websearch,https://www.vivino.com/sv/mauro-50264-alberello-primitivo-del-salento/w/2365245
2016801,Plume Souvignier Gris,Domaine la Colombette,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Souvignier gris,,,,,
745101,Roodeberg,KWV,109.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Sydafrika,"Cabernet sauvignon, Merlot, Shiraz",3.6,27634,,websearch,https://www.vivino.com/sv/roodeberg-classic-red-blend/w/1372694
7297701,Famiglia Grillo Organic,Famiglia Grillo,109.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Merlot, Sangiovese",3.6,5382,,websearch,https://www.vivino.com/sv/famiglia-grillo-organic-rosso/w/2850845
8895801,Frontera Chardonnay,Concha y Toro,69.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Chile,Chardonnay,3.3,15451,,websearch,https://www.vivino.com/sv/cl-frontera-chardonnay/w/1135142
601202,El Cortejo Sauvignon Blanc,Nordic Sea Winery,59.0,375 ml,Glasflaska,Friskt & Fruktigt,Argentina,Sauvignon blanc,2.9,755,,websearch,https://www.vivino.com/sv/el-cortejo-sauvignon-blanc/w/1185648
1651002,Viña Maipo Cabernet Sauvignon,Viña Maipo SpA,49.0,375 ml,Glasflaska,Fruktigt & Smakrikt,Chile,Cabernet sauvignon,3.2,15047,,websearch,https://www.vivino.com/sv/vina-maipo-cabernet-sauvignon/w/68094
7660201,Côtes du Rhône Reserve Blanc,Pellerin,99.0,750 ml,Lättare glasflaska,Druvigt & Blommigt,Frankrike,"Grenache blanc, Marsanne, Viognier, Roussanne",3.3,413,,websearch,https://www.vivino.com/sv/joseph-pellerin-reserve-cotes-du-rhone-blanc/w/6345429
2018501,Costa Carmenere Barrel Reserve,Talagante International Brands,119.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Chile,Carmenère,,,,,
276001,Albades Garnacha,Hammeken Cellars,99.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Spanien,"Garnacha, Cariñena",3.9,292,,websearch,https://www.vivino.com/sv/albades-garnacha-de-montana/w/12915086
5600801,Julià & Navinès Cava Organic Rosé,1+1=3 U Mes U Fan Tres S.L.,99.0,750 ml,Glasflaska,Rosé,Spanien,"Chardonnay, Grenache, Macabeo, Pinot noir",3.7,494,,websearch,https://www.vivino.com/sv/julia-navines-cava-rose/w/4670087
7494901,Signed By Riesling Organic,Anora Group PLC,89.0,1000 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,Riesling,,,,,
229601,Visio Vintners Pinotage,Liciacept (Pty) Ltd (trading as Visio Vintners),119.0,750 ml,Lättare glasflaska,,Sydafrika,Pinotage,3.5,150,,websearch,https://www.vivino.com/sv/visio-vintners-pinotage/w/11567504
1210304,JP Chenet Colombard Sauvignon,Les Grands Chais de France,39.0,250 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,"Colombard, Sauvignon blanc",3.5,7000,,websearch,https://www.vivino.com/sv/jp-chenet-original-colombard-sauvignon-gascony/w/1160896
7823001,Coste di moro Lunaria Montepulciano d`Abruzzo,Soc Coop Ag Olearia Vinicola Orsogna,129.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Montepulciano,3.9,22289,,websearch,https://www.vivino.com/sv/lunaria-coste-di-moro-montepulciano-d-abruzzo/w/3641284
2006714,Fiuza Castelão,Fiuza & Bright,39.0,250 ml,Burk,Fruktigt & Smakrikt,Portugal,Castelão,3.2,70,,websearch,https://www.vivino.com/sv/fiuza-castelao/w/12296514
