Varunummer,Namn,Producent,Pris,Volym,Forpackning,Kategori3,Ursprung,Druvor,AssortmentText,IsNewInAssortment,ProductLaunchDate,Argang,IsCompletelyOutOfStock,IsTemporaryOutOfStock,IsDiscontinued,IsSupplierTemporaryNotAvailable
5641001,Gran Feudo Reserva,Bodegas Gran Feudo SL,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,"Cabernet sauvignon, Garnacha, Merlot, Tempranillo",Fast sortiment,False,2023-08-16,2021,False,False,False,False
556201,Clotilde Davenne Bourgogne Blanc,Clotilde Davenne,169.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,2011-02-15,2023,False,False,False,False
392501,Château Belgrave,Vins et Vignobles Dourthe,415.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,"Cabernet sauvignon, Merlot, Petit verdot",Fast sortiment,False,2007-04-02,2016,False,False,False,False
2012801,Casa de Sarmento Branco Bruto,Casa de Sarmento,149.0,750 ml,Glasflaska,Torrt vitt,Portugal,"Chardonnay, Arinto, Baga",Fast sortiment,False,2025-03-01,2024,False,False,False,False
1632001,Penfolds Bin 28 Shiraz,Penfolds,299.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Australien,Shiraz,Fast sortiment,False,1998-02-16,2023,False,False,False,False
786701,Palmer & Co Vintage Brut,Palmer & Co,479.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir",Fast sortiment,False,2005-10-01,2016,False,False,False,False
2016901,Zehn Morgen Kalk & Sandstein Chardonnay & Weisser Burgunder,Weingut In den Zehn Morgen SJ Montigny KG,139.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Tyskland,"Chardonnay, Weissburgunder",Fast sortiment,False,2025-09-01,2024,False,False,False,False
5664301,Altero Toscana,Morningstar Brands AB,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Italien,"Canaiolo nero, Sangiovese",Fast sortiment,False,2023-10-16,2017,False,False,False,False
7518401,Villa Righetti Amarone,Luigi Righetti,239.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2013-03-01,2023,False,False,False,False
267604,Chablis By Passy le Clou,Domaine Passy le Clou,90.0,250 ml,Burk,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,2022-06-01,2022,False,False,False,True
7308501,Castelmondo Prosecco Extra Dry,Winepartners Nordic AB,89.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2019-05-20,,False,False,False,False
218801,Saint Clair Vicar's Choice Barrel Chardonnay,Saint Clair Family Estate,109.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Nya Zeeland,Chardonnay,Fast sortiment,False,2010-10-01,2022,False,False,False,False
7344501,Château La Grave à Pomerol Trigant de Boisset,Château La Grave à Pomerol,599.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,"Merlot, Cabernet franc",Fast sortiment,False,1999-12-01,2018,False,False,False,False
7918501,Boira Pecorino,Cantine Volpi,99.0,750 ml,Glasflaska,Friskt & Fruktigt,Italien,Pecorino,Fast sortiment,False,2025-05-05,2025,False,False,False,False
7170101,Villa Tinta Cabernet Sauvignon,Vinhol Oksamytnoe LTD,120.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Ukraina,Cabernet sauvignon,Fast sortiment,False,2024-02-19,2021,False,False,False,False
5975601,Villa Moncigale Coteaux d’Aix-en-Provence Rosé,Moncigale,159.0,750 ml,Glasflaska,Friskt & Bärigt,Frankrike,"Cinsault, Grenache, Syrah, Cabernet sauvignon",Fast sortiment,False,2023-02-15,2025,False,False,False,False
270401,Finca Negra Reserva Especial,Miguel Torres Chile,119.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Chile,"Carmenère, Cabernet sauvignon, Syrah",Fast sortiment,False,2019-09-02,2022,False,False,False,False
2246701,Piccini Collezione Oro Chianti Organic,Tenute Piccini,99.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Italien,Sangiovese,Fast sortiment,False,2003-06-02,2024,False,False,False,False
759501,Salasar Crémant de Limoux Brut,Les Grands Chais de France,139.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Chenin blanc, Pinot noir",Fast sortiment,False,2024-03-01,,False,False,False,False
2009001,Robert Mondavi Winery Cabernet Sauvignon Napa Valley,Robert Mondavi,519.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,"Cabernet sauvignon, Malbec, Petit verdot, Cabernet franc",Fast sortiment,False,2024-09-02,2021,False,False,False,False
5142501,Rioja Santiago Gran Reserva,Marques de la Concordia Family of Wines,149.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,2022-11-08,2018,False,False,False,False
630706,Chablis Clotilde Davenne,Clotilde Davenne,499.0,1500 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,2014-10-01,2024,False,False,False,False
208915,Ginger Prince Sparkling White,Fowles Wine,69.0,375 ml,Burk,Torrt vitt,Australien,"Chardonnay, Sémillon, Vermentino, Muscat",Fast sortiment,False,2024-09-02,,False,False,False,False
7026801,Maison Robert Olivier Vin Naturel Cuvée Tradition,Jean Biecher,129.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Frankrike,Merlot,Fast sortiment,False,2017-05-19,2023,False,False,False,True
2017401,The Ultimate Zin Zinfandel,House of Big Wines,99.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,Zinfandel,Fast sortiment,False,2025-09-01,2024,False,False,False,True
279701,El Canto de las Viñas Crianza,Araex Rioja Alavesa (Coop),149.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,2025-12-01,2021,False,False,False,False
113701,Florbela Reserva,Vinihold,115.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Portugal,"Alfrocheiro, Tinta roriz, Touriga naçional",Fast sortiment,False,2023-03-01,2023,False,False,False,False
544701,Olivier Leflaive Bourgogne Cuvée Margot,Olivier Leflaive,329.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,Pinot noir,Fast sortiment,False,2004-05-03,2022,False,False,False,False
712501,Chablis Premier Cru Beauroy J M Brocard,J M Brocard,299.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,1995-02-13,2022,False,False,False,False
154501,Kaltern Saleit Chardonnay,Kellerei Kaltern,200.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Italien,Chardonnay,Fast sortiment,False,2025-12-01,2024,False,False,False,False
5453301,André Clouet Chalky Brut,André Clouet,500.0,750 ml,Glasflaska,Torrt vitt,Frankrike,,Fast sortiment,False,2022-02-01,,False,False,False,False
4230201,Brunello di Montalcino Val di Suga,Angelini Wines & Estates,279.0,750 ml,Glasflaska,Stramt & Nyanserat,Italien,Brunello,Fast sortiment,False,2000-11-06,2021,False,False,False,False
254914,Proemio Malbec,Miravalles S.A.,25.0,250 ml,Burk,Fruktigt & Smakrikt,Argentina,Malbec,Fast sortiment,False,2023-03-01,2022,False,False,False,False
671401,Boom Boom! Syrah,Charles Smith Wines,157.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,USA,"Syrah, Cabernet sauvignon",Fast sortiment,False,2012-06-04,2023,False,False,False,False
2262001,Bonterra Zinfandel,Bonterra Vineyards,129.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,Zinfandel,Fast sortiment,False,1999-09-06,2022,False,False,False,False
7715201,Rotari Blanc de Blancs Extra Brut,Mezzacorona,159.0,750 ml,Glasflaska,Torrt vitt,Italien,Chardonnay,Fast sortiment,False,2014-04-01,2021,False,False,False,False
2008801,Graach Himmelreich Riesling Spätlese,S.A Prum,309.0,750 ml,Glasflaska,,Tyskland,,Fast sortiment,False,2024-06-01,2019,False,False,False,False
5481101,Remelluri Reserva,Remelluri,349.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,"Tempranillo, Garnacha, Graciano",Fast sortiment,False,2021-12-21,2017,False,False,False,False
7003915,Underwood Pinot Noir,Union Wine Company,82.0,375 ml,Burk,Mjukt & Bärigt,USA,Pinot noir,Fast sortiment,False,2016-12-05,,False,False,False,False
2018701,Steininger Steinhaus Riesling,Weingut Steininger,219.0,750 ml,Glasflaska,Friskt & Fruktigt,Österrike,Riesling,Fast sortiment,False,2025-12-01,2023,False,False,False,False
205101,Kakhuri Orange Dry Wine,Kindzmarauli Marani,119.0,750 ml,Glasflaska,Fylligt & Smakrikt,Georgien,"Mtsvane, Rkatsiteli, Kisi, Khikhvi",Fast sortiment,False,2021-09-01,2022,False,False,False,False
5285601,Rossetto Appassimento,Urban Wines,129.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,,Fast sortiment,False,2021-08-23,2025,False,False,False,False
776301,Goldeck Grüner Veltliner Dry Sparkling,Schlumberger Wein- und Sektkellerei,115.0,750 ml,Glasflaska,Torrt vitt,Österrike,,Fast sortiment,False,2017-09-01,,False,False,False,False
540101,Fixin Albert Bichot,Maison Albert Bichot,259.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,Pinot noir,Fast sortiment,False,2025-09-01,2023,False,False,False,False
7282801,Tre Marchetti Amarone Della Valpolicella,Carovin AB,199.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2019-05-27,2022,False,False,False,False
7391806,Mandrarossa Urra di Mare Sauvignon Blanc,Cantine Settesoli,269.0,1500 ml,Glasflaska,Friskt & Fruktigt,Italien,Sauvignon blanc,Fast sortiment,False,2017-07-17,2025,False,False,False,False
277001,GR-174,Casa Gran del Siurana,179.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Spanien,"Garnatxa, Cabernet sauvignon, Merlot, Syrah, Samsó",Fast sortiment,False,2010-03-24,2024,False,False,False,False
1212601,Beronia Ecologico,Bodegas Beronia,99.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,2009-04-01,2022,False,False,False,False
277401,Greystone Wines Nor'wester Pinot Noir,Greystone Wines,169.0,750 ml,Glasflaska,Kryddigt & Mustigt,Nya Zeeland,Pinot noir,Fast sortiment,False,2024-12-02,2023,False,False,False,False
7317101,Bodega Dorado,Bodegas Corcel,129.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,2025-05-19,2011,False,False,False,False
279901,Winkl Sauvignon,Cantina Terlan,219.0,750 ml,Glasflaska,Friskt & Fruktigt,Italien,Sauvignon blanc,Fast sortiment,False,2005-10-01,2025,False,False,False,False
7313604,Retsina Malamatina,E Malamatinas,40.0,250 ml,Lättare glasflaska,Fylligt & Smakrikt,Grekland,,Fast sortiment,False,2017-05-08,,False,False,False,False
640501,Graševina Kutjevo,Kutjevo,99.0,750 ml,Glasflaska,Friskt & Fruktigt,Kroatien,Graševina,Fast sortiment,False,2018-06-01,2025,False,False,False,False
254701,Il Seggio Poggio al Tesoro,Poggio al Tesoro,259.0,750 ml,Glasflaska,Stramt & Nyanserat,Italien,"Merlot, Cabernet franc, Cabernet sauvignon, Petit verdot",Fast sortiment,False,2019-12-02,2023,False,False,False,False
7790901,Mulderbosch Sparkling Rosé,Mulderbosch Vineyards,119.0,750 ml,Glasflaska,Rosé,Sydafrika,Cabernet sauvignon,Fast sortiment,False,2020-03-18,2023,False,False,False,False
5632601,Cortado Domaine de Majas,Domaine de Majas,167.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Frankrike,"Pinot noir, Vermentino, Merlot",Fast sortiment,False,2022-03-23,2025,False,False,False,False
7166201,Chianti Castelsina,Cantina Senesi Aretini,89.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,Sangiovese,Fast sortiment,False,2018-04-18,2024,False,False,False,True
248401,Pouilly-Fuissé Les Vieux Murs,Maison Jean Loron,299.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,Chardonnay,Fast sortiment,False,2019-09-02,2022,False,False,False,False
232701,Côtes du Jura Chardonnay,Maison Rijckaert,199.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,Chardonnay,Fast sortiment,False,2015-12-01,2023,False,False,False,False
7800601,Parnevik's Red Blend,Global Wines Sweden AB,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Frankrike,,Fast sortiment,False,2025-05-07,2023,False,False,False,False
754801,Cuvée Sir Winston Churchill,Pol Roger,2549.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir",Fast sortiment,False,1992-11-18,2018,False,False,False,False
231002,Ruffino Chianti,Ruffino,80.0,375 ml,Glasflaska,Mjukt & Bärigt,Italien,Sangiovese,Fast sortiment,False,1955-10-01,2025,False,False,False,False
512302,Masi Campofiorin,Masi,79.0,375 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Corvina, Rondinella, Molinara",Fast sortiment,False,2006-10-02,2022,False,False,False,False
231201,Cecchi Toscana Sangiovese,Cecchi,95.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Italien,Sangiovese,Fast sortiment,False,2015-03-02,2024,False,False,False,False
2201301,Barbaresco Prunotto,Prunotto,309.0,750 ml,Glasflaska,Stramt & Nyanserat,Italien,Nebbiolo,Fast sortiment,False,2014-06-02,2023,False,False,False,False
7859301,Don't Tell Gary Shiraz,McPherson Wines,129.0,750 ml,Glasflaska,Kryddigt & Mustigt,Australien,Shiraz,Fast sortiment,False,2017-12-04,2022,False,False,False,False
205401,Champagne Vieille France Blanc de Noirs,Charles de Cazanove,519.0,750 ml,Glasflaska,Torrt vitt,Frankrike,Pinot noir,Fast sortiment,False,2021-12-01,2013,False,False,False,False
8728201,Calera Pinot Noir,Calera Wine Company,299.0,750 ml,Glasflaska,Kryddigt & Mustigt,USA,Pinot noir,Fast sortiment,False,2003-09-01,2023,False,False,False,False
2030601,Château Pont de Brion,Molinari,190.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,"Sauvignon blanc, Sémillon",Fast sortiment,False,2026-06-03,2024,False,False,False,False
503301,Berså Terra Alta,Contemporary Wines AB,135.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Spanien,Garnacha,Fast sortiment,False,2026-06-03,2025,False,False,False,False
532902,Delitia Recioto della Valpolicella Classico,Luigi Righetti,115.0,375 ml,Glasflaska,Sött,Italien,,Fast sortiment,False,2006-10-02,2021,False,False,False,False
2006801,Stellenrust Secrets & Lies Chenin Blanc,Stellenrust,169.0,750 ml,Glasflaska,Fylligt & Smakrikt,Sydafrika,Chenin blanc,Fast sortiment,False,2023-09-01,2025,False,False,False,False
116401,Bogle Family Vineyards Chardonnay,Bogle Family Vineyards,179.0,750 ml,Glasflaska,Fylligt & Smakrikt,USA,Chardonnay,Fast sortiment,False,2024-03-01,2023,False,False,False,False
5710601,Xavier Vignon Cairanne,Xavier Vignon,205.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,,Fast sortiment,False,2022-05-23,,False,False,False,False
7166301,Le Ville di Antanè Valpolicella Ripasso Superiore,Le Ville di Antanè,129.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Corvina, Rondinella",Fast sortiment,False,2013-02-01,2023,False,False,False,False
7465901,The Wanted Zin Zinfandel Old Vines,Orion Wines,95.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,Zinfandel,Fast sortiment,False,2013-04-02,2024,False,False,False,False
7774102,Clotilde Davenne Cremant de Bourgogne Extra Brut,Clotilde Davenne,129.0,375 ml,Glasflaska,Torrt vitt,Frankrike,,Fast sortiment,False,2015-12-01,,False,False,False,True
7518901,Bolla Prosecco Extra Dry,Gruppo Italiano Vini,109.0,750 ml,Glasflaska,Torrt vitt,Italien,Glera,Fast sortiment,False,2020-02-24,,False,False,False,False
260501,Bitchy Blend,Molnár Borház Pincészet,79.0,750 ml,Glasflaska,Druvigt & Blommigt,Ungern,"Irsai olivér, Ezerjó, Cserszegi füszeres, Olaszrizling",Fast sortiment,False,2021-03-01,2024,False,False,False,False
758301,Leclerc Briant Champagne Rosé,Leclerc Briant,589.0,750 ml,Glasflaska,Rosé,Frankrike,"Chardonnay, Pinot noir",Fast sortiment,False,2020-03-02,,False,False,False,False
551401,Sancerre Les Roches Domaine Vacheron,Domaine Vacheron,339.0,750 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,Fast sortiment,False,2015-12-01,2025,False,False,False,False
107901,Arzuaga Selección Especial,Bodegas Arzuaga Navarro,249.0,750 ml,Glasflaska,Kryddigt & Mustigt,Spanien,Tempranillo,Fast sortiment,False,2022-09-01,2021,False,False,False,False
7655701,Les Champs Sauvignon Blanc,Fields Wine Company AB,89.0,1000 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,Fast sortiment,False,2024-01-08,,False,False,False,False
5300801,Barolo Piccole Vigne,Giacomo Grimaldi di Grimaldi Ferruccio,269.0,750 ml,Glasflaska,Stramt & Nyanserat,Italien,Nebbiolo,Fast sortiment,False,2021-08-30,2021,False,False,False,False
2011801,Caminante de los Mundos Malbec,Jasmine Monet,129.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Argentina,Malbec,Fast sortiment,False,2025-03-01,2025,False,False,False,False
470601,King's Bay Signature Selection Organic Sauvignon Blanc,Savvy Wines,159.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Nya Zeeland,Sauvignon blanc,Fast sortiment,False,2025-03-01,2025,False,False,False,False
669501,Markowitsch Classic Pinot Noir,Gerhard Markowitsch,139.0,750 ml,Lättare glasflaska,Mjukt & Bärigt,Österrike,Pinot noir,Fast sortiment,False,2011-10-01,2023,False,False,False,False
7499301,Gabriel Meffre Côtes-du-Rhône Terra,Gabriel Meffre,119.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,Frankrike,"Grenache blanc, Viognier, Clairette, Marsanne, Roussanne",Fast sortiment,False,2016-04-04,2025,False,False,False,False
7757301,Buffalo Barrel California Zinfandel,House of Big Wines,119.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,Zinfandel,Fast sortiment,False,2018-03-21,2023,False,False,False,False
796904,Freixenet Cordon Negro Brut,Freixenet,48.0,200 ml,Glasflaska,Torrt vitt,Spanien,"Macabeo, Parellada, Xarel-lo",Fast sortiment,False,2025-09-01,,False,False,False,False
470401,Satyr Chateau Marsyas,Chateau Marsyas,199.0,750 ml,Lättare glasflaska,Fruktigt & Smakrikt,Libanon,"Cabernet sauvignon, Merlot, Syrah",Fast sortiment,False,2025-03-01,2022,False,False,False,False
353101,Château de la Liquière Faugères,Château de la Liquière famille Vidal Dumoulin,179.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,"Grenache, Syrah, Carignan",Fast sortiment,False,2020-12-01,2023,False,False,False,False
7719301,Dolly Prosecco,Accolade Wines Europe Trading Ltd,119.0,750 ml,Glasflaska,Torrt vitt,Italien,,Fast sortiment,False,2025-02-12,,False,False,False,False
7749301,Louis Jadot Santenay,Maison Louis Jadot,339.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,Pinot noir,Fast sortiment,False,2020-08-03,2022,False,False,False,False
5788701,Sagace Langhe Nebbiolo,Sagace,219.0,1000 ml,Glasflaska,Kryddigt & Mustigt,Italien,Nebbiolo,Fast sortiment,False,2022-10-03,2023,False,False,False,False
242601,Fruitière Vinicole D’Arbois Crémant du Jura Brut,Fruitière Vinicole D’Arbois,289.0,750 ml,Glasflaska,Torrt vitt,Frankrike,"Chardonnay, Pinot noir",Fast sortiment,False,2022-06-01,,False,False,False,False
219101,Ritmo Latino Brut,Viña Tarapacá,99.0,750 ml,Glasflaska,Torrt vitt,Chile,Moscatel,Fast sortiment,False,2025-03-01,,False,False,False,False
1237901,Casalforte Amarone della Valpolicella,Collis Heritage S.p.A.,229.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,,Fast sortiment,False,2010-12-14,2021,False,False,False,False
5377201,Karl Fredrik Prosecco Brut Rosé,Montagner Vini e Spumanti,129.0,750 ml,Glasflaska,Rosé,Italien,,Fast sortiment,False,2021-10-20,2023,False,False,False,False
558701,Chablis Premier Cru Montée de Tonnerre J M Brocard,J M Brocard,459.0,750 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,1998-05-04,2023,False,False,False,False
671601,The Econic Chardonnay,Bonterra Vineyards,129.0,750 ml,Lättare glasflaska,Fylligt & Smakrikt,USA,Chardonnay,Fast sortiment,False,2016-06-01,2023,False,False,False,False
7331701,Sandalwood Pinot Noir,House of Big Wines,99.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,USA,,Fast sortiment,False,2025-02-10,2023,False,False,False,False
7849801,Amarone della Valpolicella Classico Campo del Titari Riserva,Luigi Brunelli,791.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Corvina, Molinara, Rondinella",Fast sortiment,False,2014-10-01,2020,False,False,False,False
5008201,El Mar Cava Rosé Brut,Vinimundi AB,98.0,750 ml,Glasflaska,Rosé,Spanien,,Fast sortiment,False,2020-12-22,,False,False,False,False
7173901,The Butcher White Cuvée,Schwarz,159.0,750 ml,Glasflaska,Friskt & Fruktigt,Österrike,"Grüner veltliner, Sauvignon blanc, Welschriesling",Fast sortiment,False,2019-02-13,2023,False,False,False,False
240201,Château Plince,Ch. Plince,399.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,,Fast sortiment,False,2014-03-01,2018,False,False,False,False
5832406,Bread & Butter Chardonnay,Bread & Butter Wines,329.0,1500 ml,Lättare glasflaska,Fylligt & Smakrikt,USA,Chardonnay,Fast sortiment,False,2022-09-05,2022,False,False,False,False
788901,Boschendal Brut Chardonnay Pinot Noir,Boschendal Estate,149.0,750 ml,Glasflaska,Torrt vitt,Sydafrika,"Pinot noir, Chardonnay",Fast sortiment,False,2012-10-01,,False,False,False,False
2015101,Joaquín Rebolledo Godello,Bodegas Joaquin Rebolledo,169.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,Godello,Fast sortiment,False,2025-06-02,2025,False,False,False,False
7330801,P.Lex Reserva Sexto Sentido,Icon Wines,119.0,750 ml,Lättare glasflaska,Kryddigt & Mustigt,Portugal,"Aragonez, Trincadeira, Alicante bouschet",Fast sortiment,False,2013-09-02,2022,False,False,False,False
539201,Petite Faiblesse Sauvignon Blanc,L´Herre,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,Fast sortiment,False,2014-06-02,2025,False,False,False,False
5804301,Berså Terra Alta Stig Lindberg,Contemporary Wines AB,135.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Spanien,Garnacha,Fast sortiment,False,2022-08-23,2024,False,False,False,False
5994801,Lynx Napa Valley Cabernet Sauvignon,House of Big Wines,249.0,750 ml,Glasflaska,Fruktigt & Smakrikt,USA,Cabernet sauvignon,Fast sortiment,False,2023-02-01,2023,False,False,False,False
5380201,Don Simon Nature Chardonnay,J Garcia Carrión,69.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,Chardonnay,Fast sortiment,False,2023-03-22,,False,False,False,False
201201,Château Pont de Brion,Molinari,189.0,750 ml,Glasflaska,Fylligt & Smakrikt,Frankrike,"Sauvignon blanc, Sémillon",Fast sortiment,False,2024-12-02,2024,False,False,False,False
259301,Château Pierre de Montignac Médoc Cru Bourgeois Supérieur,EARL de Montignac,165.0,750 ml,Glasflaska,Stramt & Nyanserat,Frankrike,"Cabernet sauvignon, Merlot, Petit verdot",Fast sortiment,False,2020-03-02,2022,False,False,False,False
5166201,Villa Madeleine Coteaux d’Aix-en-Provence,Hecht & Bannier,159.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Frankrike,"Syrah, Cabernet sauvignon, Grenache",Fast sortiment,False,2025-03-01,2023,False,False,False,False
7264901,Grande Nuit Sauvignon Blanc,Maison Fortant,99.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Frankrike,Sauvignon blanc,Fast sortiment,False,2019-02-18,2023,False,False,False,False
241602,Le Due Arbie Rosato,Dievole,89.0,375 ml,Glasflaska,,Italien,Sangiovese,Fast sortiment,False,2019-06-01,2023,False,False,False,False
7097101,Passicone Gran Passicone Rosso Organico,Nordic Sea Winery,104.0,1000 ml,Lättare glasflaska,Fruktigt & Smakrikt,Italien,"Primitivo, Sangiovese",Fast sortiment,False,2019-07-29,,False,False,False,False
7912101,Châteauneuf-du-Pape Les Cailloux Domaine André Brunel,André Brunel,500.0,750 ml,Glasflaska,Kryddigt & Mustigt,Frankrike,"Grenache, Mourvèdre, Syrah, Cinsault",Fast sortiment,False,2013-01-02,2017,False,False,False,False
223601,Taurasi Tenuta Cavalier Pepe,Tenuta Cavalier Pepe,229.0,750 ml,Glasflaska,Fruktigt & Smakrikt,Italien,Aglianico,Fast sortiment,False,2022-12-01,2019,False,False,False,False
7489001,P.Lex Langhe Nebbiolo,Cantina Terre del Barolo,145.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,Nebbiolo,Fast sortiment,False,2019-04-01,2023,False,False,False,False
256702,Dandelion Vineyards Lion’s Roar of the Barossa Cabernet Sauvignon,Dandelion Vineyards,89.0,375 ml,Glasflaska,Fruktigt & Smakrikt,Australien,Cabernet sauvignon,Fast sortiment,False,2019-12-02,2022,False,False,False,False
251801,Hermon Mount Hermon Red,Golan Heights Winery,195.0,750 ml,Glasflaska,Kryddigt & Mustigt,Golanhöjderna (israelisk bosättning),"Merlot, Cabernet sauvignon, Cabernet franc, Petit verdot, Malbec",Fast sortiment,False,2002-03-04,2022,False,False,False,False
269601,Orballo Albariño,Bodegas La Val,139.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,Albariño,Fast sortiment,False,2007-10-01,2024,False,False,False,False
2009501,La Val Albariño,Bodegas La Val,169.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Spanien,Albariño,Fast sortiment,False,2024-09-02,2023,False,False,False,False
470501,Campo Alle Comete Stupore,Campo alle Comete/ Feudi group,229.0,750 ml,Glasflaska,Kryddigt & Mustigt,Italien,"Cabernet sauvignon, Merlot, Petit verdot, Syrah",Fast sortiment,False,2024-12-02,2023,False,False,False,False
276101,Zolo Black Malbec,Fincas Patagonicas,299.0,750 ml,Glasflaska,Stramt & Nyanserat,Argentina,Malbec,Fast sortiment,False,2020-06-01,2020,False,False,False,False
233001,Barolo Serralunga Luigi Baudana,G.D. Vajra,349.0,750 ml,Glasflaska,Stramt & Nyanserat,Italien,Nebbiolo,Fast sortiment,False,2015-12-01,2022,False,False,False,False
235401,Angeline Vineyards California Pinot Noir,Angeline Winery,159.0,750 ml,Glasflaska,Mjukt & Bärigt,USA,Pinot noir,Fast sortiment,False,2024-03-01,2022,False,False,False,False
5391701,Adega de Monção Vinho Verde,Adega de Monção,129.0,750 ml,Lättare glasflaska,Friskt & Fruktigt,Portugal,"Alvarinho, Trajadura",Fast sortiment,False,2023-06-05,2024,False,False,False,False
7579601,Maison de Chêne Chardonnay,Globus Wine,83.0,750 ml,Glasflaska,Friskt & Fruktigt,Frankrike,Chardonnay,Fast sortiment,False,2025-01-07,,False,False,False,False
251701,Yarden Chardonnay,Golan Heights Winery,225.0,750 ml,Glasflaska,Fylligt & Smakrikt,Golanhöjderna (israelisk bosättning),Chardonnay,Fast sortiment,False,2000-04-03,2023,False,False,False,False
549701,Ojai Santa Barbara Pinot Noir,Ojai Vineyard,399.0,750 ml,Glasflaska,Kryddigt & Mustigt,USA,Pinot noir,Fast sortiment,False,2018-03-01,2024,False,False,False,False
